name,item,gender,ability,level,tera_type,nature,evs.ev_hp,evs.ev_attack,evs.ev_defense,evs.ev_special_attack,evs.ev_special_defense,evs.ev_speed,ivs.iv_hp,ivs.iv_attack,ivs.iv_defense,ivs.iv_special_attack,ivs.iv_special_defense,ivs.iv_speed,moves.move_1,moves.move_2,moves.move_3,moves.move_4
Flutter Mane,Focus Sash,Genderless,Protosynthesis,50,Normal,Timid,4,0,0,252,0,252,31,0,31,31,31,31,Moonblast,Shadow Ball,Dazzling Gleam,Protect
Incineroar,Rocky Helmet,Male,Intimidate,50,Grass,Impish,252,0,252,0,0,4,31,31,31,31,31,31,Knock Off,Flare Blitz,Parting Shot,Fake Out
Terapagos-Terastal,Covert Cloak,Male,Tera Shell,50,Stellar,Modest,180,0,108,76,92,52,31,15,31,31,31,31,Tera Starstorm,Earth Power,Calm Mind,Protect
Zacian-Crowned,Rusted Sword,Male,Intrepid Sword,50,Grass,Jolly,124,220,4,0,4,156,31,31,31,31,31,31,Behemoth Blade,Play Rough,Sacred Sword,Protect
Grimmsnarl,Light Clay,Male,Prankster,50,Ghost,Impish,244,0,172,0,68,20,31,31,31,31,31,31,Light Screen,Reflect,Thunder Wave,Spirit Break
Sinistcha,Rocky Helmet,Genderless,Hospitality,50,Water,Bold,252,0,148,0,108,0,31,0,31,31,31,31,Leaf Storm,Rage Powder,Trick Room,Life Dew
Chi-Yu,Choice Scarf,Genderless,Beads of Ruin,50,Fire,Modest,4,0,0,252,0,252,31,0,31,31,31,31,Heat Wave,Overheat,Snarl,Psychic
Ogerpon-Wellspring,Wellspring Mask,Female,Water Absorb,50,Water,Jolly,92,252,4,0,4,156,31,31,31,31,31,31,Ivy Cudgel,Spiky Shield,Follow Me,Horn Leech
Miraidon,Covert Cloak,Genderless,Hadron Engine,50,Electric,Timid,140,0,28,196,20,124,31,31,31,31,31,31,Electro Drift,Dragon Pulse,Parabolic Charge,Calm Mind
Koraidon,Clear Amulet,Genderless,Orichalcum Pulse,50,Fire,Adamant,124,196,4,0,52,132,31,31,31,31,31,31,Protect,Flare Blitz,Collision Course,Flame Charge
Volcarona,Electric Seed,Male,Flame Body,50,Grass,Bold,212,0,196,0,0,100,31,0,31,31,31,31,Protect,Fiery Dance,Giga Drain,Quiver Dance
Grimmsnarl,Light Clay,Male,Prankster,50,Ghost,Impish,244,4,132,0,116,12,31,31,31,31,31,31,Light Screen,Reflect,Spirit Break,Sucker Punch
Incineroar,Assault Vest,Male,Intimidate,50,Bug,Adamant,252,140,4,0,28,84,31,31,31,31,31,31,Knock Off,Flare Blitz,U-turn,Fake Out
Walking Wake,Life Orb,Genderless,Protosynthesis,50,Water,Timid,76,0,0,196,0,236,31,0,31,31,31,31,Hydro Steam,Draco Meteor,Weather Ball,Dragon Cheer
Zamazenta-Crowned,Rusted Shield,Male,Dauntless Shield,50,Grass,Impish,20,0,236,0,0,252,31,31,31,31,31,31,Protect,Iron Defense,Body Press,Heavy Slam
Ho-Oh,Clear Amulet,Genderless,Regenerator,50,Grass,Adamant,148,236,0,0,0,124,31,31,31,31,31,31,Sacred Fire,Brave Bird,Tailwind,Protect
Chien-Pao,Focus Sash,Genderless,Sword of Ruin,50,Stellar,Jolly,0,252,4,0,0,252,31,31,31,31,31,31,Ice Spinner,Protect,Sucker Punch,Crunch
Dondozo,Leftovers,Female,Unaware,50,Poison,Careful,244,0,52,0,212,0,31,31,31,31,31,31,Protect,Wave Crash,Yawn,Fissure
Raging Bolt,Assault Vest,Genderless,Protosynthesis,50,Electric,Modest,228,0,44,76,20,140,31,20,31,31,31,31,Thunderclap,Rising Voltage,Electroweb,Draco Meteor
Ting-Lu,Choice Band,Genderless,Vessel of Ruin,50,Water,Adamant,132,236,4,0,60,76,31,31,31,31,31,31,Stomping Tantrum,Earthquake,Throat Chop,Rock Slide
Miraidon,Choice Specs,Genderless,Hadron Engine,50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Electro Drift,Volt Switch,Dazzling Gleam,Draco Meteor
Incineroar,Assault Vest,Female,Intimidate,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Flare Blitz,Knock Off,U-turn,Fake Out
Lunala,Electric Seed,Genderless,Shadow Shield,50,Fairy,Blank,0,0,0,0,0,0,31,0,31,31,31,31,Moongeist Beam,Moonblast,Calm Mind,Trick Room
Ursaluna,Flame Orb,Male,Guts,50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Headlong Rush,Facade,Earthquake,Protect
Urshifu-Rapid-Strike,Life Orb,Male,Unseen Fist,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Surging Strikes,U-turn,Aqua Jet,Detect
Whimsicott,Focus Sash,Female,Prankster,50,Ghost,Blank,0,0,0,0,0,0,31,0,31,31,31,31,Endeavor,Tailwind,Encore,Protect
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Normal,Timid,0,0,4,252,0,252,31,0,31,31,31,31,Astral Barrage,Psychic,Encore,Protect
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Ghost,Impish,172,4,252,0,4,76,31,31,31,31,31,31,Body Press,Behemoth Bash,Wide Guard,Protect
Chien-Pao,Life Orb,Genderless,Sword of Ruin,50,Stellar,Jolly,0,252,4,0,0,252,31,31,31,31,31,31,Ice Spinner,Crunch,Sucker Punch,Protect
Raging Bolt,Zap Plate,Genderless,Protosynthesis,50,Electric,Modest,228,0,20,252,4,4,31,20,31,31,31,31,Thunderbolt,Dragon Pulse,Thunderclap,Protect
Rillaboom,Assault Vest,Female,Grassy Surge,50,Fire,Adamant,252,36,4,0,204,12,31,31,31,31,31,31,Wood Hammer,Grassy Glide,U-turn,Fake Out
Amoonguss,Rocky Helmet,Male,Regenerator,50,Water,Relaxed,252,0,156,0,100,0,31,0,31,31,31,0,Pollen Puff,Spore,Rage Powder,Protect
Grimmsnarl,Light Clay,Male,Prankster,50,Ghost,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Spirit Break,Reflect,Light Screen,Parting Shot
Kyogre,Choice Specs,Genderless,Drizzle,50,Electric,Blank,0,0,0,0,0,0,31,0,31,31,31,31,Water Spout,Origin Pulse,Hydro Pump,Thunder
Calyrex-Ice,Leftovers,Genderless,As One,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Glacial Lance,Leech Seed,Trick Room,Protect
Landorus,Life Orb,Male,Sheer Force,50,Water,Blank,0,0,0,0,0,0,31,0,31,31,31,31,Earth Power,Sandsear Storm,Substitute,Protect
Ditto,Focus Sash,Female,Imposter,50,Ghost,Blank,0,0,0,0,0,0,31,30,31,31,31,31,Transform,Blank,Blank,Blank
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Grassy Glide,Knock Off,U-turn,Fake Out
Miraidon,Choice Scarf,Genderless,Hadron Engine,50,Electric,Modest,220,0,20,252,4,12,31,31,31,31,31,31,Electro Drift,Volt Switch,Draco Meteor,Snarl
Calyrex-Shadow,Electric Seed,Genderless,As One (Spectrier),50,Water,Timid,252,0,12,4,84,156,31,0,31,31,31,31,Astral Barrage,Pollen Puff,Disable,Protect
Incineroar,Rocky Helmet,Female,Intimidate,50,Water,Impish,252,0,156,0,100,0,31,31,31,31,31,31,Knock Off,Parting Shot,Brick Break,Fake Out
Iron Hands,Assault Vest,Genderless,Quark Drive,50,Water,Brave,220,156,0,0,132,0,31,31,31,31,31,0,Drain Punch,Low Kick,Wild Charge,Fake Out
Talonflame,Sharp Beak,Male,Gale Wings,50,Ghost,Jolly,252,220,4,0,4,28,31,31,31,31,31,31,Brave Bird,Feint,Tailwind,Protect
Dragonite,Choice Band,Female,Multiscale,50,Normal,Adamant,132,252,4,0,4,116,31,31,31,31,31,31,Extreme Speed,Low Kick,Aerial Ace,Aqua Jet
Calyrex-Shadow,Choice Specs,Genderless,As One (Spectrier),50,Ghost,Timid,4,0,4,244,4,252,31,0,31,31,31,31,Astral Barrage,Shadow Ball,Expanding Force,Pollen Puff
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Dragon,Impish,244,0,92,0,0,172,31,31,31,31,31,31,Body Press,Heavy Slam,Wide Guard,Protect
Whimsicott,Ability Shield,Female,Prankster,50,Ghost,Timid,252,0,4,4,220,28,31,0,31,31,31,31,Moonblast,Cotton Spore,Light Screen,Tailwind
Chien-Pao,Focus Sash,Genderless,Sword of Ruin,50,Stellar,Jolly,0,252,4,0,0,252,31,31,31,31,31,31,Ice Spinner,Brick Break,Ice Shard,Protect
Urshifu-Rapid-Strike,Choice Scarf,Female,Unseen Fist,50,Water,Adamant,4,252,0,0,0,252,31,31,31,31,31,31,Surging Strikes,Close Combat,U-turn,Aqua Jet
Maushold-Four,Covert Cloak,Male,Friend Guard,50,Ghost,Impish,252,4,180,0,68,0,31,31,31,31,31,31,Follow Me,Feint,Helping Hand,Taunt
Miraidon,Choice Scarf,Genderless,Hadron Engine,50,Electric,Timid,4,0,0,252,0,252,31,31,31,31,31,31,Electro Drift,Volt Switch,Draco Meteor,Snarl
Lunala,Electric Seed,Genderless,Shadow Shield,50,Fairy,Modest,252,0,52,156,20,28,31,0,31,31,31,31,Moongeist Beam,Moonblast,Calm Mind,Protect
Rillaboom,Assault Vest,Female,Grassy Surge,50,Water,Adamant,252,36,0,0,220,0,31,31,31,31,31,31,Fake Out,Wood Hammer,Grassy Glide,U-turn
Incineroar,Power Bracer,Female,Intimidate,50,Water,Relaxed,252,0,188,0,68,0,31,31,31,31,31,0,Fake Out,Knock Off,Flare Blitz,Parting Shot
Zapdos-Galar,Covert Cloak,Female,Defiant,50,Normal,Adamant,156,244,4,0,12,92,31,31,31,31,31,31,Thunderous Kick,Brave Bird,Taunt,Detect
Sinistcha,Rocky Helmet,Genderless,Hospitality,50,Normal,Bold,252,0,156,0,100,0,31,0,31,31,31,17,Matcha Gotcha,Rage Powder,Trick Room,Life Dew
Calyrex-Ice,Clear Amulet,Genderless,As One,50,Grass,Brave,252,0,100,0,156,0,31,31,31,31,31,0,Protect,Glacial Lance,High Horsepower,Trick Room
Kyogre,Covert Cloak,Genderless,Drizzle,50,Electric,Modest,252,0,220,0,0,36,31,0,31,31,31,31,Protect,Water Spout,Ice Beam,Thunder
Scraggy,Eviolite,Female,Intimidate,50,Poison,Sassy,4,0,252,0,252,0,31,31,31,31,31,0,Fake Out,Foul Play,Coaching,Endeavor
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fire,Adamant,132,252,4,0,12,108,31,31,31,31,31,31,Fake Out,Grassy Glide,Wood Hammer,U-turn
Amoonguss,Rocky Helmet,Male,Regenerator,50,Dark,Sassy,236,0,180,0,92,0,31,0,31,31,31,0,Rage Powder,Spore,Pollen Puff,Clear Smog
Sentret,Focus Sash,Female,Frisk,50,Grass,Brave,60,252,196,0,0,0,31,31,31,31,31,0,Follow Me,Knock Off,Sucker Punch,Endeavor
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Ghost,Timid,0,0,4,252,0,252,31,0,31,31,31,31,Astral Barrage,Encore,Psychic,Protect
Zacian-Crowned,Rusted Sword,Male,Intrepid Sword,50,Fairy,Jolly,92,252,0,0,0,164,31,31,31,31,31,31,Behemoth Blade,Play Rough,Sacred Sword,Protect
Weezing,Rocky Helmet,Male,Neutralizing Gas,50,Poison,Impish,252,0,0,0,236,20,31,31,31,31,31,31,Toxic Spikes,Taunt,Gunk Shot,Protect
Chien-Pao,Life Orb,Genderless,Sword of Ruin,50,Ghost,Jolly,0,252,0,0,4,252,31,31,31,31,31,31,Ice Spinner,Crunch,Sucker Punch,Protect
Dragonite,Choice Band,Female,Inner Focus,50,Normal,Adamant,252,252,4,0,0,0,31,31,31,31,31,31,Extreme Speed,Aerial Ace,Outrage,Iron Head
Urshifu-Rapid-Strike,Choice Scarf,Male,Unseen Fist,50,Water,Adamant,0,252,0,0,4,252,31,31,31,31,31,31,Surging Strikes,Close Combat,U-turn,Aqua Jet
Miraidon,Electric Seed,Genderless,Hadron Engine,50,Electric,Modest,180,0,20,236,4,68,31,31,31,31,31,31,Electro Drift,Parabolic Charge,Dragon Pulse,Protect
Zamazenta-Crowned,Rusted Shield,Male,Dauntless Shield,50,Dragon,Impish,244,0,92,0,0,172,31,31,31,31,31,31,Body Press,Heavy Slam,Wide Guard,Protect
Whimsicott,Rocky Helmet,Female,Prankster,50,Ghost,Bold,244,0,132,0,132,0,31,0,31,31,31,31,Moonblast,Cotton Spore,Light Screen,Tailwind
Urshifu-Rapid-Strike,Assault Vest,Female,Unseen Fist,50,Water,Adamant,92,252,4,0,108,52,31,31,31,31,31,31,Surging Strikes,Close Combat,Drain Punch,Aqua Jet
Chien-Pao,Focus Sash,Genderless,Sword of Ruin,50,Ghost,Jolly,0,252,4,0,0,252,31,31,31,31,31,31,Icicle Crash,Ice Shard,Sucker Punch,Protect
Flutter Mane,Booster Energy,Genderless,Protosynthesis,50,Normal,Timid,132,0,252,0,0,124,31,0,31,31,31,31,Moonblast,Icy Wind,Thunder Wave,Taunt
Giratina-Origin,Griseous Core,Genderless,Levitate,50,Fire,Adamant,92,252,100,0,36,28,31,31,31,31,31,31,Poltergeist,Breaking Swipe,Shadow Sneak,Protect
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Dragon,Impish,188,0,156,0,0,156,31,31,31,31,31,31,Body Press,Behemoth Bash,Wide Guard,Protect
Chien-Pao,Focus Sash,Genderless,Sword of Ruin,50,Ghost,Jolly,0,252,4,0,0,252,31,31,31,31,31,31,Icicle Crash,Crunch,Ice Shard,Protect
Ting-Lu,Assault Vest,Genderless,Vessel of Ruin,50,Poison,Adamant,132,180,100,0,92,4,31,31,31,31,31,31,Earthquake,Ruination,Stomping Tantrum,Heavy Slam
Dondozo,Leftovers,Female,Unaware,50,Grass,Impish,140,0,116,0,252,0,31,31,31,31,31,31,Wave Crash,Yawn,Body Press,Protect
Raging Bolt,Life Orb,Genderless,Protosynthesis,50,Electric,Modest,252,0,60,100,20,76,31,20,31,31,31,31,Thunderbolt,Draco Meteor,Thunderclap,Protect
Indeedee-F,Focus Sash,Female,Psychic Surge,50,Grass,Bold,252,0,196,0,0,60,31,0,31,31,31,31,Follow Me,Helping Hand,Trick Room,Imprison
Calyrex-Ice,Rocky Helmet,Genderless,As One,50,Grass,Brave,252,252,0,0,4,0,31,31,31,31,31,0,Glacial Lance,High Horsepower,Trick Room,Seed Bomb
Urshifu-Rapid-Strike,Choice Band,Male,Unseen Fist,50,Water,Brave,4,252,0,0,252,0,31,31,31,31,31,6,Surging Strikes,Aqua Jet,U-turn,Close Combat
Ursaluna,Flame Orb,Male,Guts,50,Ghost,Brave,12,252,0,0,244,0,31,31,31,31,31,0,Facade,Headlong Rush,Taunt,Brick Break
Crabominable,Covert Cloak,Male,Hyper Cutter,50,Dark,Brave,4,252,0,0,252,0,31,31,31,31,31,0,Ice Hammer,Close Combat,Wide Guard,Knock Off
Necrozma-Dawn-Wings,Power Herb,Male,Prism Armor,50,Water,Modest,244,0,12,252,0,0,31,0,31,31,31,22,Moongeist Beam,Expanding Force,Trick Room,Meteor Beam
Miraidon,Assault Vest,Genderless,Hadron Engine,50,Electric,Modest,236,0,4,244,4,20,31,31,31,31,31,31,Electro Drift,Volt Switch,Draco Meteor,Snarl
Calyrex-Ice,Clear Amulet,Genderless,As One,50,Water,Adamant,252,164,0,0,92,0,31,31,31,31,31,16,Glacial Lance,Trick Room,Protect,Seed Bomb
Chi-Yu,Choice Scarf,Genderless,Beads of Ruin,50,Ghost,Modest,4,0,4,252,4,236,31,0,31,31,31,31,Heat Wave,Dark Pulse,Snarl,Overheat
Urshifu-Rapid-Strike,Focus Sash,Male,Unseen Fist,50,Stellar,Adamant,4,252,0,0,0,252,31,31,31,31,31,31,Surging Strikes,Close Combat,Aqua Jet,Detect
Ursaluna-Bloodmoon,Life Orb,Female,Mind's Eye,50,Ghost,Modest,252,0,0,252,4,0,31,0,31,31,31,16,Blood Moon,Earth Power,Protect,Hyper Voice
Talonflame,Electric Seed,Male,Gale Wings,50,Flying,Jolly,36,252,4,0,4,212,31,31,31,31,31,31,Tailwind,Sunny Day,Acrobatics,Quick Guard
Kyogre,Choice Specs,Genderless,Drizzle,50,Water,Modest,4,0,0,252,0,252,31,0,31,31,31,31,Water Spout,Origin Pulse,Hydro Pump,Ice Beam
Zacian-Crowned,Rusted Sword,Male,Intrepid Sword,50,Normal,Jolly,68,252,4,0,4,180,31,31,31,31,31,31,Behemoth Blade,Play Rough,Sacred Sword,Protect
Iron Jugulis,Booster Energy,Genderless,Quark Drive,50,Fire,Timid,252,0,0,0,132,124,31,0,31,31,31,31,Snarl,Hurricane,Taunt,Tailwind
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fairy,Impish,252,4,156,0,84,12,31,31,31,31,31,31,Drum Beating,U-turn,Grassy Glide,Fake Out
Chien-Pao,Never-Melt Ice,Genderless,Sword of Ruin,50,Ice,Adamant,0,252,4,0,0,252,31,31,31,31,31,31,Ice Spinner,Ruination,Ice Shard,Protect
Volcarona,Utility Umbrella,Male,Flame Body,50,Grass,Timid,252,0,172,4,4,76,31,0,31,31,31,31,Struggle Bug,Rage Powder,Morning Sun,Rain Dance
Calyrex-Shadow,Life Orb,Genderless,As One (Spectrier),50,Normal,Timid,20,0,100,132,4,252,31,0,31,31,31,31,Astral Barrage,Expanding Force,Pollen Puff,Protect
Koraidon,Ability Shield,Genderless,Orichalcum Pulse,50,Fire,Jolly,0,252,0,0,4,252,31,31,31,31,31,31,Flare Blitz,Close Combat,Flame Charge,Protect
Weezing-Galar,Sitrus Berry,Male,Neutralizing Gas,50,Grass,Bold,252,0,124,84,36,12,31,0,31,31,31,31,Dazzling Gleam,Poison Gas,Toxic Spikes,Protect
Dondozo,Leftovers,Male,Unaware,50,Ground,Impish,252,196,4,0,36,20,31,31,31,31,31,31,Body Press,Earthquake,Order Up,Protect
Brute Bonnet,Room Service,Genderless,Protosynthesis,50,Water,Impish,244,4,132,0,124,4,31,31,31,31,31,31,Spore,Seed Bomb,Rage Powder,Sucker Punch
Tatsugiri-Droopy,Focus Sash,Female,Commander,50,Stellar,Modest,124,0,156,172,4,52,31,0,31,31,31,31,Muddy Water,Icy Wind,Draco Meteor,Protect
Koraidon,Life Orb,Genderless,Orichalcum Pulse,50,Fire,Jolly,4,252,0,0,0,252,31,31,31,31,31,31,Protect,Flame Charge,Close Combat,Flare Blitz
Lunala,Leftovers,Genderless,Shadow Shield,50,Fairy,Modest,100,0,132,244,4,28,31,0,31,31,31,31,Protect,Calm Mind,Dazzling Gleam,Moongeist Beam
Brute Bonnet,Covert Cloak,Genderless,Protosynthesis,50,Water,Impish,252,0,148,0,108,0,31,31,31,31,31,31,Spore,Rage Powder,Sucker Punch,Seed Bomb
Incineroar,Rocky Helmet,Female,Intimidate,50,Fairy,Impish,252,0,220,0,36,0,31,31,31,31,31,31,Fake Out,Parting Shot,Will-O-Wisp,Knock Off
Raging Bolt,Assault Vest,Genderless,Protosynthesis,50,Fairy,Modest,212,0,4,132,52,108,31,20,31,31,31,31,Thunderclap,Snarl,Electroweb,Dragon Pulse
Rillaboom,Miracle Seed,Male,Grassy Surge,50,Water,Adamant,132,116,20,0,172,68,31,31,31,31,31,31,Fake Out,U-turn,Grassy Glide,Wood Hammer
Dialga,Scope Lens,Genderless,Telepathy,50,Ghost,Modest,252,0,44,76,92,36,31,0,31,31,31,31,Flash Cannon,Draco Meteor,Protect,Trick Room
Giratina,Razor Claw,Genderless,Pressure,50,Ghost,Adamant,124,244,4,0,12,116,31,31,31,31,31,31,Shadow Sneak,Shadow Force,Protect,Earthquake
Incineroar,Covert Cloak,Female,Intimidate,50,Ghost,Careful,244,4,4,0,76,180,31,31,31,31,31,31,Protect,Flare Blitz,Fake Out,Parting Shot
Dragonite,Loaded Dice,Female,Multiscale,50,Steel,Jolly,244,4,4,0,4,252,31,31,31,31,31,31,Protect,Tailwind,Scale Shot,Dragon Cheer
Azumarill,Assault Vest,Male,Huge Power,50,Grass,Careful,252,100,4,0,12,140,31,31,31,31,31,31,Play Rough,Liquidation,Knock Off,Aqua Jet
Iron Jugulis,Booster Energy,Genderless,Quark Drive,50,Steel,Timid,252,0,76,4,84,92,31,0,31,31,31,31,Snarl,Protect,Tailwind,Dragon Cheer
Ho-Oh,Rocky Helmet,Genderless,Regenerator,50,Grass,Impish,252,0,236,0,0,20,31,31,31,31,31,31,Protect,Life Dew,Sacred Fire,Whirlwind
Eternatus,Covert Cloak,Genderless,Pressure,50,Fairy,Calm,196,0,116,0,196,0,31,0,31,31,31,31,Protect,Recover,Cosmic Power,Fire Spin
Quagsire,Leftovers,Female,Water Absorb,50,Fire,Bold,252,0,252,0,4,0,31,0,31,31,31,2,Protect,Recover,Toxic,Earth Power
Grimmsnarl,Light Clay,Male,Prankster,50,Ghost,Bold,252,0,252,0,4,0,31,0,31,31,31,31,Thunder Wave,Reflect,Light Screen,Foul Play
Ting-Lu,Assault Vest,Genderless,Vessel of Ruin,50,Poison,Careful,252,0,4,0,252,0,31,31,31,31,31,31,Fissure,Snarl,Sand Tomb,Stomping Tantrum
Rhydon,Eviolite,Female,Lightning Rod,50,Fairy,Sassy,252,0,4,0,252,0,31,31,31,31,31,0,Protect,High Horsepower,Counter,Horn Drill
Koraidon,Ability Shield,Genderless,Orichalcum Pulse,50,Fire,Adamant,252,116,4,0,36,100,31,31,31,31,31,31,Flare Blitz,Collision Course,Flame Charge,Protect
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Normal,Timid,0,0,0,252,4,252,31,0,31,31,31,31,Astral Barrage,Psychic,Encore,Protect
Weezing-Galar,Covert Cloak,Female,Neutralizing Gas,50,Water,Calm,252,0,4,12,236,4,31,0,31,31,31,31,Strange Steam,Will-O-Wisp,Taunt,Protect
Chi-Yu,Choice Scarf,Genderless,Beads of Ruin,50,Ghost,Modest,52,0,4,196,4,252,31,0,31,31,31,31,Overheat,Dark Pulse,Heat Wave,Snarl
Brute Bonnet,Rocky Helmet,Genderless,Protosynthesis,50,Water,Impish,252,4,196,0,52,4,31,31,31,31,31,31,Rage Powder,Sucker Punch,Seed Bomb,Spore
Raging Bolt,Assault Vest,Genderless,Protosynthesis,50,Fairy,Modest,188,0,140,124,52,4,31,20,31,31,31,31,Thunderbolt,Thunderclap,Electroweb,Dragon Pulse
Miraidon,Choice Specs,Genderless,Hadron Engine,50,Fairy,Timid,4,0,0,252,0,252,31,31,31,31,31,31,Electro Drift,Volt Switch,Draco Meteor,Dazzling Gleam
Calyrex-Ice,Leftovers,Genderless,As One,50,Water,Relaxed,252,0,100,0,156,0,31,31,31,31,31,31,Glacial Lance,Leech Seed,Trick Room,Protect
Urshifu-Rapid-Strike,Choice Scarf,Male,Unseen Fist,50,Water,Adamant,4,252,0,0,0,252,31,31,31,31,31,31,Surging Strikes,Close Combat,Coaching,U-turn
Grimmsnarl,Light Clay,Male,Prankster,50,Ghost,Careful,236,4,140,0,116,12,31,31,31,31,31,31,Spirit Break,Thunder Wave,Reflect,Light Screen
Landorus,Life Orb,Male,Sheer Force,50,Poison,Timid,84,0,36,236,4,148,31,31,31,31,31,31,Earth Power,Sludge Bomb,Taunt,Protect
Incineroar,Assault Vest,Female,Intimidate,50,Grass,Impish,252,4,188,0,60,4,31,31,31,31,31,31,Flare Blitz,Knock Off,U-turn,Fake Out
Calyrex-Shadow,Focus Sash,Genderless,asone,50,Normal,Timid,0,0,0,252,4,252,31,31,31,31,31,31,Astral Barrage,Psychic,Encore,Protect
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Grass,Impish,12,0,244,0,0,252,31,31,31,31,31,31,Body Press,Heavy Slam,Wide Guard,Protect
Chien-Pao,Life Orb,Genderless,Sword of Ruin,50,Stellar,Jolly,28,228,0,0,0,252,31,31,31,31,31,31,Ice Spinner,Sucker Punch,Taunt,Protect
Raging Bolt,Magnet,Genderless,Protosynthesis,50,Electric,Modest,188,0,132,180,4,4,31,20,31,31,31,31,Thunderbolt,Thunderclap,Draco Meteor,Protect
Amoonguss,Rocky Helmet,Female,Regenerator,50,Water,Relaxed,236,0,236,0,36,0,31,31,31,31,31,0,Rage Powder,Sludge Bomb,Spore,Protect
Ting-Lu,Assault Vest,Genderless,Vessel of Ruin,50,Fairy,Adamant,204,76,196,0,28,4,31,31,31,31,31,31,Sand Tomb,Ruination,Snarl,Stone Edge
Lunala,Leftovers,Genderless,Shadow Shield,50,Fairy,Modest,220,0,52,180,4,52,31,0,31,31,31,31,Moongeist Beam,Moonblast,Calm Mind,Protect
Miraidon,Choice Scarf,Genderless,Hadron Engine,50,Electric,Modest,132,0,4,252,4,116,31,31,31,31,31,31,Electro Drift,Draco Meteor,Volt Switch,Snarl
Incineroar,Safety Goggles,Male,Intimidate,50,Bug,Impish,252,4,188,0,28,36,31,31,31,31,31,31,Fake Out,Knock Off,Parting Shot,Taunt
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fire,Adamant,252,116,4,0,76,60,31,31,31,31,31,31,Fake Out,Grassy Glide,Wood Hammer,U-turn
Urshifu-Rapid-Strike,Focus Sash,Female,Unseen Fist,50,Stellar,Adamant,4,252,0,0,0,252,31,31,31,31,31,31,Surging Strikes,Close Combat,Aqua Jet,Protect
Volcarona,Rocky Helmet,Male,Flame Body,50,Dragon,Bold,252,0,212,4,4,36,31,0,31,31,31,31,Rage Powder,Tailwind,Fiery Dance,Will-O-Wisp
Calyrex-Ice,Clear Amulet,Genderless,As One,50,Grass,Adamant,252,36,4,0,212,4,31,31,31,31,31,31,Glacial Lance,Leech Seed,Trick Room,Protect
Kyogre,Mystic Water,Genderless,Drizzle,50,Grass,Modest,252,0,76,156,4,20,31,0,31,31,31,31,Water Spout,Hydro Pump,Origin Pulse,Protect
Amoonguss,Rocky Helmet,Male,Regenerator,50,Water,Sassy,236,0,196,0,76,0,31,0,31,31,31,0,Rage Powder,Pollen Puff,Spore,Protect
Urshifu-Rapid-Strike,Choice Scarf,Male,Unseen Fist,50,Ghost,Adamant,4,252,0,0,0,252,31,31,31,31,31,31,Surging Strikes,Close Combat,U-turn,Aqua Jet
Raging Bolt,Assault Vest,Genderless,Protosynthesis,50,Fairy,Modest,188,0,140,124,52,4,31,20,31,31,31,31,Thunderbolt,Thunderclap,Draco Meteor,Snarl
Grimmsnarl,Light Clay,Male,Prankster,50,Ghost,Careful,236,4,140,0,116,12,31,31,31,31,31,31,Spirit Break,Reflect,Light Screen,Thunder Wave
Terapagos,Covert Cloak,Male,Tera Shell,50,Stellar,Modest,172,0,100,116,4,116,31,15,31,31,31,31,Tera Starstorm,Earth Power,Calm Mind,Protect
Calyrex-Shadow,Focus Sash,Genderless,asone,50,Normal,Timid,0,0,0,252,4,252,31,0,31,31,31,31,Astral Barrage,Will-O-Wisp,Pollen Puff,Protect
Flutter Mane,Booster Energy,Genderless,Protosynthesis,50,Fairy,Timid,228,0,132,4,4,140,31,0,31,31,31,31,Moonblast,Thunder Wave,Taunt,Icy Wind
Incineroar,Safety Goggles,Female,Intimidate,50,Bug,Impish,252,4,188,0,60,4,31,31,31,31,31,31,Knock Off,Fake Out,Parting Shot,Helping Hand
Rillaboom,Assault Vest,Female,Grassy Surge,50,Fire,Adamant,252,116,4,0,76,60,31,31,31,31,31,31,Wood Hammer,Grassy Glide,U-turn,Fake Out
Amoonguss,Rocky Helmet,Male,Regenerator,50,Water,Relaxed,236,0,236,0,36,0,31,31,31,31,31,0,Pollen Puff,Rage Powder,Spore,Protect
Koraidon,Life Orb,Genderless,Orichalcum Pulse,50,Fire,Jolly,4,252,0,0,0,252,31,31,31,31,31,31,Close Combat,Flare Blitz,Flame Charge,Protect
