name,item,ability,nature,evs.ev_hp,evs.ev_attack,evs.ev_defense,evs.ev_special_attack,evs.ev_special_defense,evs.ev_speed,ivs.iv_hp,ivs.iv_attack,ivs.iv_defense,ivs.iv_special_attack,ivs.iv_special_defense,ivs.iv_speed,moves.move_1,moves.move_2,moves.move_3,moves.move_4
Zamazenta-Crowned,2,2,2,172,0,156,0,0,180,31,31,31,31,31,31,10,10,2,8
Ogerpon,2,2,1,60,236,0,0,0,212,31,31,31,31,31,31,10,10,3,2
Ting-Lu,3,2,2,212,0,116,0,180,0,31,31,31,31,31,31,11,10,2,8
Dondozo,2,3,2,252,0,44,0,212,0,31,31,31,31,31,31,10,10,4,8
Glimmora,3,4,3,252,0,4,156,4,92,31,31,31,31,31,31,11,11,11,10
Miraidon,2,1,3,252,0,76,36,116,28,31,31,31,31,31,31,11,11,11,11
Lunala,2,4,3,156,0,164,180,4,4,31,0,31,31,31,27,11,11,9,8
Rillaboom,3,1,1,204,36,4,0,252,12,31,31,31,31,31,31,10,10,10,10
Incineroar,3,2,2,252,0,252,0,4,0,31,31,31,31,31,25,10,0,2,10
Urshifu-Rapid-Strike,2,3,1,108,212,4,0,180,4,31,31,31,31,31,31,10,10,10,10
Grimmsnarl,2,3,4,252,4,116,0,124,12,31,31,31,31,31,31,10,2,2,4
Bayleef,3,0,2,244,0,156,0,108,0,31,0,31,31,31,31,5,8,1,5
Eternatus,3,4,2,196,0,124,0,188,0,31,0,31,31,31,31,11,8,0,5
Lugia,2,4,2,252,0,188,0,68,0,31,0,31,31,31,31,8,5,0,11
Smeargle,3,2,2,252,0,156,0,100,0,31,26,31,31,31,31,2,10,3,2
Muk-Alola,2,6,4,220,4,100,0,92,92,31,31,31,31,31,31,10,4,0,8
Grimmsnarl,2,3,2,244,4,132,4,124,0,31,31,31,31,31,31,10,7,2,2
Calyrex-Shadow,2,2,5,4,0,0,252,0,252,31,0,31,31,31,31,11,11,2,8
Zamazenta-Crowned,2,2,2,236,4,196,0,52,20,31,31,31,31,31,31,10,10,2,8
Grimmsnarl,2,3,4,252,4,100,0,116,36,31,31,31,31,31,31,10,2,2,4
Volcarona,2,4,5,252,0,116,4,4,132,31,0,31,31,31,31,11,11,0,8
Raging Bolt,3,2,3,148,0,44,180,4,132,31,20,31,31,31,31,11,11,11,11
Chien-Pao,3,2,5,0,252,4,0,0,252,31,31,31,31,31,31,10,10,2,8
Miraidon,3,1,3,252,0,36,196,4,20,31,31,31,31,31,31,11,11,11,11
Zamazenta-Crowned,2,2,2,100,0,236,4,4,164,31,18,31,31,31,31,10,11,2,2
Farigiraf,2,0,2,236,0,164,12,92,4,31,0,31,31,31,31,9,10,11,3
Iron Moth,2,2,3,4,0,76,236,4,188,31,14,31,31,31,31,11,11,11,11
Rhydon,3,0,1,252,0,12,0,244,0,31,31,31,31,31,15,10,10,11,8
Wo-Chien,2,2,4,252,0,36,4,196,20,31,31,31,31,31,31,11,11,1,8
Kyogre,2,1,3,212,0,92,156,4,44,31,0,31,31,31,31,11,11,11,8
Miraidon,2,1,5,4,0,0,252,0,252,31,31,31,31,31,31,11,11,11,11
Iron Hands,3,2,1,60,156,20,0,252,20,31,31,31,31,31,31,10,10,10,10
Roaring Moon,2,2,5,28,220,4,0,4,252,31,31,31,31,31,31,10,10,1,8
Landorus,2,2,3,132,0,4,116,4,252,31,0,31,31,31,31,11,11,11,8
Farigiraf,2,0,2,236,0,164,0,108,0,31,0,31,31,31,31,10,11,9,3
Incineroar,3,2,1,236,36,172,0,60,4,31,31,31,31,31,31,10,10,10,10
Calyrex-Shadow,2,2,5,108,0,0,148,0,252,31,31,31,31,31,31,11,11,0,8
Chien-Pao,3,2,5,0,252,4,0,0,252,31,31,31,31,31,31,10,10,2,8
Amoonguss,3,8,4,236,0,196,0,76,0,31,31,31,31,31,31,4,3,11,8
Zamazenta-Crowned,2,2,2,164,4,244,0,4,92,31,31,31,31,31,31,10,10,2,8
Raging Bolt,2,2,3,132,0,0,244,0,132,31,31,31,31,31,31,11,11,11,8
Zamazenta-Crowned,2,2,2,196,0,244,0,0,68,31,31,31,31,31,31,8,10,2,10
Raging Bolt,2,2,3,188,0,60,252,4,4,31,31,31,31,31,31,8,11,11,11
Amoonguss,3,8,4,236,0,196,0,76,0,31,31,31,31,31,31,4,11,3,8
Chien-Pao,2,2,5,4,252,0,0,0,252,31,31,31,31,31,31,10,2,10,8
Rillaboom,3,1,1,252,116,0,0,140,0,31,31,31,31,31,31,10,10,10,10
Calyrex-Shadow,3,2,5,0,0,4,252,0,252,31,31,31,31,31,31,8,11,11,3
Ogerpon-Hearthflame,2,3,5,252,68,4,0,84,100,31,31,31,31,31,31,10,10,3,2
Rillaboom,3,1,1,252,116,0,0,140,0,31,31,31,31,31,31,10,10,10,10
Lunala,2,4,3,212,0,220,20,4,52,31,31,31,31,31,31,11,11,0,8
Miraidon,2,1,5,132,0,0,252,0,124,31,31,31,31,31,31,11,11,11,11
Incineroar,3,2,2,244,0,188,0,76,0,31,31,31,31,31,31,4,10,0,10
Grimmsnarl,2,3,4,252,0,156,0,100,0,31,31,31,31,31,31,10,2,2,4
Calyrex-Shadow,2,2,5,28,0,0,228,0,252,31,31,31,31,31,31,8,11,11,0
Clefairy,3,6,2,252,0,252,0,4,0,31,31,31,31,31,0,8,3,3,3
Rillaboom,3,1,1,252,116,0,0,140,0,31,31,31,31,31,31,10,10,10,10
Raging Bolt,2,2,3,188,0,4,252,4,60,31,31,31,31,31,31,8,11,11,11
Zamazenta-Crowned,2,2,2,196,0,244,0,0,68,31,31,31,31,31,31,8,10,10,2
Incineroar,3,2,2,252,0,188,0,68,0,31,31,31,31,31,31,10,10,10,0
Amoonguss,3,8,4,244,0,188,0,76,0,31,0,31,31,31,16,4,3,11,8
Calyrex-Ice,2,2,2,252,0,100,0,156,0,31,31,31,31,31,16,10,1,9,8
Kyogre,2,1,3,52,0,4,236,4,212,31,0,31,31,31,31,11,11,11,8
Grimmsnarl,2,3,4,252,4,108,0,116,28,31,31,31,31,31,31,10,10,2,2
Flutter Mane,3,2,5,4,0,0,252,0,252,31,0,31,31,31,31,11,11,11,2
Basculegion,2,2,1,100,252,28,0,20,108,31,31,31,31,31,31,10,10,10,8
Koraidon,3,1,1,252,124,4,0,52,76,31,31,31,31,31,31,8,10,10,10
Calyrex-Shadow,3,2,5,76,0,36,132,12,252,31,0,31,31,31,31,11,11,3,8
Weezing-Galar,3,5,2,252,4,12,0,180,60,31,31,31,31,31,31,8,4,10,2
Chi-Yu,2,2,5,20,0,4,244,4,236,31,0,31,31,31,31,11,11,11,11
Walking Wake,3,2,5,116,0,4,132,4,252,31,31,31,31,31,31,11,11,11,10
Brute Bonnet,3,2,2,252,4,164,0,4,84,31,31,31,31,31,31,10,4,3,10
Kyogre,2,1,3,220,0,84,156,4,44,31,0,31,31,31,31,11,11,11,8
Calyrex-Ice,2,2,1,252,116,4,0,100,36,31,31,31,31,31,31,10,10,9,8
Urshifu-Rapid-Strike,2,3,1,108,156,4,0,180,60,31,31,31,31,31,31,10,10,10,8
Amoonguss,3,8,2,236,0,156,0,116,0,31,0,31,31,31,31,11,4,3,8
Iron Jugulis,2,2,5,236,0,36,68,68,100,31,0,31,31,31,31,11,11,1,8
Rillaboom,3,1,1,252,116,4,0,76,60,31,31,31,31,31,31,10,10,10,10
Raging Bolt,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,11,11
Chien-Pao,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,10,2
Calyrex-Shadow,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,11,3
Ting-Lu,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,11,11,10
Amoonguss,3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,8,4,11,3
Zamazenta,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,10,2
Calyrex-Shadow,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,3,8
Raging Bolt,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
Chien-Pao,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Amoonguss,3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,4,3,11,8
Zamazenta,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
Rillaboom,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Weezing-Galar,1,5,6,0,0,0,0,0,0,31,31,31,31,31,31,8,4,1,11
Dondozo,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,10,2
Tatsugiri-Droopy,3,6,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,11,11
Brute Bonnet,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,3,4,10,10
Calyrex-Shadow,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,11,11
Koraidon,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,10,10
Brute Bonnet,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,4,3
Lunala,2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,2,9
Ursaluna,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Chi-Yu,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Koraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Flutter Mane,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
Terapagos,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,0,8
Amoonguss,3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,4,3,11,8
Ogerpon-Cornerstone,2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,10,3,10,2
Calyrex-Shadow,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,4,8
Rillaboom,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,4,10,10,0
Groudon,3,1,1,116,76,4,0,196,116,31,31,31,31,31,31,8,0,10,10
Miraidon,3,1,3,188,0,36,212,4,68,31,31,31,31,31,31,11,11,11,11
Volcarona,3,4,2,236,0,196,4,28,44,31,0,31,31,31,31,1,3,11,11
Grimmsnarl,2,3,4,252,4,124,0,116,12,31,31,31,31,31,31,10,2,2,4
Incineroar,1,2,1,228,12,148,0,116,0,31,31,31,31,31,0,10,10,10,0
Flutter Mane,3,2,5,4,0,0,252,0,252,31,0,31,31,31,31,11,11,2,8
Chi-Yu,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Jumpluff,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,4,1,3,11
Groudon,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Calyrex-Ice,1,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,1,9,2
Raging Bolt,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,11,11
Flutter Mane,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
Urshifu-Rapid-Strike,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,2
Calyrex-Shadow,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,4,11,8
Amoonguss,3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,11,4,3,8
Flutter Mane,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,2,4
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,4,10,10,0
Terapagos,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,0,8
Calyrex-Shadow,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,8,11,0
Rillaboom,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,0,10,2
Chien-Pao,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,8,10
Zamazenta,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
Ogerpon-Hearthflame,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,3,2,10
Calyrex-Shadow,3,2,5,4,0,0,252,0,252,31,0,31,31,31,31,11,11,3,8
Chien-Pao,2,2,5,0,252,4,0,0,252,31,31,31,31,31,31,10,10,10,8
Ogerpon-Cornerstone,2,4,1,4,252,0,0,0,252,31,31,31,31,31,31,10,3,2,10
Zamazenta-Crowned,2,2,2,196,4,244,0,4,60,31,31,31,31,31,31,10,10,2,8
Amoonguss,3,8,2,236,0,156,0,116,0,31,0,31,31,31,26,4,3,11,8
Raging Bolt,3,2,3,252,0,20,100,4,132,31,20,31,31,31,31,11,11,11,11
Miraidon,3,1,3,156,0,4,236,4,108,31,31,31,31,31,31,11,11,11,11
Lunala,2,4,3,132,0,164,180,4,28,31,0,31,31,31,31,11,11,9,2
Ursaluna,2,2,1,140,252,44,0,68,0,31,31,31,31,31,0,10,10,10,8
Amoonguss,3,8,4,244,0,208,4,52,0,31,0,31,31,31,25,11,4,3,8
Grimmsnarl,2,3,4,252,4,124,0,116,12,31,31,31,31,31,31,10,4,2,2
Incineroar,3,2,4,252,0,100,0,156,0,31,31,31,31,31,29,10,4,0,10
Amoonguss,3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,8,4,11,3
Iron Hands,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Zacian,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,0,8,10
Urshifu-Rapid-Strike,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,2,10
Kyogre,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,8,11,11
Roaring Moon,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,1,8
Zamazenta,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,8,2
Thundurus,3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,1,4,0,11
Chien-Pao,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,2,10
Rillaboom,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Landorus,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Calyrex-Shadow,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,11,0
Raging Bolt,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Zacian,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,0,8
Kyogre,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
Amoonguss,3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,4,3,11,8
Roaring Moon,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,1,8
Urshifu-Rapid-Strike,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,2
Landorus,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,2,8
Miraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Calyrex-Ice,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,1,9,8
Urshifu-Rapid-Strike,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,0,10
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Grimmsnarl,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,2,4
Whimsicott,3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,3,2,1
Farigiraf,2,0,6,0,0,0,0,0,0,31,31,31,31,31,31,6,11,9,3
Urshifu,3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,2
Calyrex-Ice,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,9,8
Miraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Urshifu-Rapid-Strike,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,0,10
Calyrex-Ice,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,1,9,8
Grimmsnarl,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,4,2,2
Landorus,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,2,8
Miraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Chien-Pao,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,10,8
Ogerpon-Cornerstone,2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,3,2
Whimsicott,3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,1,0,3
Raging Bolt,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
Zamazenta,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
Calyrex-Shadow,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,2,8
Calyrex-Ice,2,2,1,252,36,4,0,164,52,31,31,31,31,31,31,10,1,9,8
Miraidon,2,1,3,252,0,4,116,52,84,31,31,31,31,31,31,11,11,11,11
Grimmsnarl,2,3,4,252,4,116,0,116,20,31,31,31,31,31,31,10,4,2,2
Urshifu-Rapid-Strike,2,3,1,12,236,4,0,4,252,31,31,31,31,31,31,10,10,10,0
Incineroar,3,2,2,244,4,188,0,12,60,31,31,31,31,31,31,10,10,10,10
Landorus,2,2,3,252,0,4,116,92,44,31,0,31,31,31,31,11,11,2,8
Calyrex-Shadow,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,2,11,8
Chien-Pao,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,11,8
Whimsicott,3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,0,1,3
Ogerpon-Hearthflame,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,3,2
Raging Bolt,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
Zamazenta,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
Amoonguss,3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,11,3,8,4
Rillaboom,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Iron Jugulis,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,11,1
Kyogre,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,11,11
Calyrex-Ice,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,8,9,10
Urshifu-Rapid-Strike,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Clefairy,3,6,6,0,0,0,0,0,0,31,31,31,31,31,31,3,8,3,3
Grimmsnarl,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,2,4
Wo-Chien,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,1,11,8
Calyrex-Shadow,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,11,0
Kyogre,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,0
Iron Hands,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Volcarona,3,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,0,8
Grimmsnarl,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,2,4
Miraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Calyrex-Ice,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,1,9,8
Landorus,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,2,8
Calyrex-Shadow,3,2,5,220,0,4,28,4,252,31,31,31,31,31,31,11,11,0,8
Koraidon,3,1,1,252,132,4,0,4,116,31,31,31,31,31,31,10,10,10,8
Ogerpon-Hearthflame,2,3,1,252,116,108,0,20,12,31,31,31,31,31,31,10,10,3,2
Rillaboom,3,1,1,236,236,12,0,12,12,31,31,31,31,31,31,10,10,10,10
Grimmsnarl,2,3,4,228,4,156,0,116,4,31,31,31,31,31,31,10,4,2,2
Incineroar,3,2,2,244,4,188,0,60,12,31,31,31,31,31,31,10,10,10,0
Wo-Chien,2,2,4,244,0,116,4,140,4,31,0,31,31,31,31,1,10,11,8
Zacian-Crowned,2,2,5,84,204,4,0,52,164,31,31,31,31,31,31,10,10,11,8
Grimmsnarl,2,3,2,252,4,196,0,44,12,31,31,31,31,31,31,2,2,4,10
Incineroar,3,2,2,252,4,236,0,12,4,31,31,31,31,31,31,10,0,4,10
Annihilape,2,2,5,188,84,0,0,0,236,31,31,31,31,31,31,11,10,10,0
Miraidon,3,1,3,252,0,108,36,4,108,31,31,31,31,31,31,11,11,0,8
Grimmsnarl,2,3,4,252,0,108,0,148,0,31,31,31,31,31,31,10,2,4,2
Calyrex-Shadow,3,2,5,36,0,4,212,4,252,31,0,31,31,31,31,11,11,10,8
Landorus,2,2,5,12,0,4,204,36,252,31,0,31,31,31,31,11,11,2,8
Ogerpon-Wellspring,2,0,1,188,12,116,0,4,188,31,31,31,31,31,31,10,3,10,2
Incineroar,3,2,2,252,4,188,0,60,4,31,31,31,31,31,31,10,10,10,10
Solgaleo,0,0,1,4,188,4,0,60,252,31,31,31,31,31,31,10,10,10,8
Koraidon,2,1,5,4,252,0,0,0,252,31,31,31,31,31,31,10,10,10,8
Calyrex-Ice,3,2,1,252,116,4,0,36,100,31,31,31,31,31,31,10,10,9,8
Flutter Mane,3,2,5,4,0,0,252,0,252,31,0,31,31,31,31,11,2,11,8
Raging Bolt,3,2,3,244,0,4,180,4,76,31,20,31,31,31,31,11,11,11,11
Incineroar,3,2,4,244,0,108,0,156,0,31,31,31,31,31,29,3,10,0,10
Chi-Yu,2,2,3,148,0,4,116,4,236,31,0,31,31,31,31,11,11,11,11
Raging Bolt,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Pelipper,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,8,2
Amoonguss,3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,4,11,8,3
Flutter Mane,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,4,0,2
Terapagos-Terastal,3,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,8,0,11
Calyrex-Shadow,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,8,11,3
Koraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Brute Bonnet,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,4,3,10,10
Flutter Mane,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
Chi-Yu,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Ursaluna,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Lunala,2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,2,9
Grimmsnarl,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,2,4
Landorus,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,2,11,8
Miraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Urshifu-Rapid-Strike,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Calyrex-Ice,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,9,8,1,10
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Miraidon,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Lunala,2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,9,2
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,0,4
Urshifu-Rapid-Strike,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Grimmsnarl,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,4,2,2
Ursaluna,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Urshifu,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Lunala,2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,9
Smeargle,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,4,3,0
Torkoal,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Calyrex-Ice,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,9,8
Indeedee-F,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,3,3,9
Zamazenta-Crowned,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,2,10,10,8
Calyrex-Shadow,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,2,8
Rillaboom,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Chien-Pao,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Urshifu-Rapid-Strike,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,0,10
Raging Bolt,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
Whimsicott,3,3,5,116,0,4,4,132,252,31,0,31,31,31,31,0,11,1,3
Calyrex-Shadow,3,2,5,0,0,4,252,0,252,31,0,31,31,31,31,11,11,4,8
Miraidon,2,1,5,132,0,4,116,4,252,31,31,31,31,31,31,11,11,11,11
Incineroar,3,2,4,172,0,0,0,156,180,31,31,31,31,31,31,10,4,0,10
Iron Hands,3,2,1,124,244,0,0,140,0,31,31,31,31,31,0,10,10,10,10
Chi-Yu,2,2,3,0,0,4,252,0,252,31,0,31,31,31,31,11,11,11,11
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Calyrex-Ice,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,1,9,8
Miraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Grimmsnarl,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,4,2,2
Urshifu-Rapid-Strike,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Landorus,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,2,8
Indeedee-F,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,3,11,9,5
Alcremie,3,0,6,0,0,0,0,0,0,31,31,31,31,31,31,0,11,3,3
Calyrex-Ice,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,8,9
Smeargle,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,3,4,10,0
Urshifu,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Lunala,2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,9,11
Miraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Zamazenta-Crowned,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
Iron Hands,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Chien-Pao,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Grimmsnarl,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,4,10,2,2
Volcarona,2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,0,11,11,8
Grimmsnarl,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,2,4
