name,item,ability,nature,evs.ev_hp,evs.ev_attack,evs.ev_defense,evs.ev_special_attack,evs.ev_special_defense,evs.ev_speed,ivs.iv_hp,ivs.iv_attack,ivs.iv_defense,ivs.iv_special_attack,ivs.iv_special_defense,ivs.iv_speed,moves.move_1,moves.move_2,moves.move_3,moves.move_4
Incineroar,3,2,4,236,36,188,252,84,12,31,0,31,0,31,26,Flare Blitz,Knock Off,U-turn,Fake Out
Lunala,0,4,1,244,36,36,196,188,4,31,0,31,29,31,0,Moongeist Beam,Moonblast,Wide Guard,Trick Room
Ursaluna,2,2,5,252,52,28,116,100,76,0,0,31,0,31,0,Facade,Headlong Rush,Earthquake,Protect
Zamazenta,2,2,5,12,36,84,156,4,252,0,0,31,16,31,16,Body Press,Heavy Slam,Wide Guard,Protect
Iron Hands,3,2,2,172,4,156,156,4,20,31,15,31,17,31,0,Drain Punch,Low Kick,Wild Charge,Fake Out
Chien-Pao,3,2,4,244,188,188,164,76,236,0,0,18,11,14,29,Icicle Crash,Crunch,Sucker Punch,Protect
Grimmsnarl,2,3,4,236,36,188,252,84,12,31,0,31,0,31,26,Thunder Wave,Spirit Break,Reflect,Light Screen
Miraidon,2,1,1,244,36,36,196,188,4,31,0,31,29,31,0,Dazzling Gleam,Draco Meteor,Electro Drift,Volt Switch
Volcarona,0,4,5,252,52,28,116,100,76,0,0,31,0,31,0,Quiver Dance,Flamethrower,Struggle Bug,Protect
Miraidon,2,1,5,12,36,84,156,4,252,0,0,31,16,31,16,Volt Switch,Electro Drift,Snarl,Draco Meteor
Grimmsnarl,3,3,2,172,4,156,156,4,20,31,15,31,17,31,0,Spirit Break,Light Screen,Reflect,Thunder Wave
Rillaboom,1,1,4,244,188,188,164,76,236,0,0,18,11,14,29,Grassy Glide,Wood Hammer,Fake Out,U-turn
Iron Hands,3,2,4,236,36,188,252,84,12,31,0,31,0,31,26,Drain Punch,Wild Charge,Low Kick,Fake Out
Lunala,0,4,1,244,36,36,196,188,4,31,0,31,29,31,0,Moongeist Beam,Moonblast,Calm Mind,Protect
Incineroar,3,2,5,252,52,28,116,100,76,0,0,31,0,31,0,Parting Shot,Knock Off,Taunt,Fake Out
Raging Bolt,2,2,5,12,36,84,156,4,252,0,0,31,16,31,16,Thunderbolt,Draco Meteor,Thunderclap,Protect
Groudon,3,1,2,172,4,156,156,4,20,31,15,31,17,31,0,Precipice Blades,Heat Crash,Brick Break,High Horsepower
Incineroar,1,2,4,244,188,188,164,76,236,0,0,18,11,14,29,Fake Out,Flare Blitz,Knock Off,Parting Shot
Amoonguss,3,8,4,236,36,188,252,84,12,31,0,31,0,31,26,Pollen Puff,Spore,Rage Powder,Toxic
Calyrex-Ice,1,2,1,244,36,36,196,188,4,31,0,31,29,31,0,Glacial Lance,Body Press,Trick Room,Imprison
Flutter Mane,3,2,5,252,52,28,116,100,76,0,0,31,0,31,0,Moonblast,Shadow Ball,Taunt,Protect
Lunala,2,4,3,132,36,172,180,12,12,0,0,31,16,31,16,Moongeist Beam,Moonblast,Trick Room,Wide Guard
Ursaluna,2,2,1,140,252,44,4,68,20,31,15,31,17,31,0,Headlong Rush,Facade,Earthquake,Protect
Urshifu-Rapid-Strike,2,3,1,84,212,4,164,4,204,0,0,18,11,14,29,Surging Strikes,U-turn,Aqua Jet,Close Combat
Miraidon,3,1,3,252,36,20,212,4,20,31,0,31,0,31,26,Electro Drift,Volt Switch,Draco Meteor,Snarl
Grimmsnarl,2,3,4,228,4,156,196,116,4,31,0,31,29,31,0,Reflect,Spirit Break,Light Screen,Thunder Wave
Incineroar,3,2,2,252,52,252,116,4,76,0,0,31,0,31,29,Fake Out,Parting Shot,Will-O-Wisp,Knock Off
Incineroar,3,2,3,132,36,172,180,12,12,0,0,31,16,31,16,Fake Out,Knock Off,Taunt,Parting Shot
Amoonguss,3,8,1,140,252,44,4,68,20,31,15,31,17,31,0,Spore,Rage Powder,Pollen Puff,Protect
Terapagos,0,3,1,84,212,4,164,4,204,0,0,18,11,14,29,Tera Starstorm,Earth Power,Calm Mind,Protect
Calyrex-Shadow,3,2,3,252,36,20,212,4,20,31,0,31,0,31,26,Astral Barrage,Encore,Protect,Disable
Rillaboom,3,1,4,228,4,156,196,116,4,31,0,31,29,31,0,Fake Out,Wood Hammer,Grassy Glide,U-turn
Ogerpon-Cornerstone,2,4,2,252,52,252,116,4,76,0,0,31,0,31,29,Ivy Cudgel,Knock Off,Follow Me,Spiky Shield
Zamazenta-Crowned,2,2,2,76,4,244,180,20,164,0,0,31,16,31,16,Body Press,Iron Head,Wide Guard,Protect
Giratina-Origin,2,0,1,108,252,60,36,52,20,31,15,31,17,31,0,Shadow Sneak,Poltergeist,Draco Meteor,Protect
Chien-Pao,3,2,5,84,252,4,164,4,252,0,0,18,11,14,29,Icicle Crash,Crunch,Sucker Punch,Protect
Entei,2,0,1,148,252,44,212,4,60,31,0,31,0,31,26,Extreme Speed,Sacred Fire,Stone Edge,Protect
Urshifu-Rapid-Strike,2,3,1,228,252,156,196,4,252,31,0,31,29,31,0,Surging Strikes,Close Combat,Coaching,Aqua Jet
Rillaboom,3,1,1,236,116,132,116,12,12,0,0,31,0,31,29,Grassy Glide,Wood Hammer,U-turn,Fake Out
Koraidon,3,1,1,132,116,4,180,4,252,0,0,31,16,31,16,Flare Blitz,Collision Course,Flame Charge,Protect
Weezing-Galar,3,5,4,252,252,12,4,156,84,31,0,31,17,31,0,Dazzling Gleam,Will-O-Wisp,Taunt,Protect
Calyrex-Shadow,3,2,5,4,252,4,252,4,252,0,0,18,11,14,29,Astral Barrage,Psychic,Encore,Protect
Chi-Yu,2,2,5,4,252,44,252,4,252,31,0,31,0,31,26,Dark Pulse,Heat Wave,Overheat,Snarl
Brute Bonnet,3,2,2,252,4,132,196,116,4,31,0,31,29,31,0,Seed Bomb,Sucker Punch,Rage Powder,Spore
Raging Bolt,3,2,3,196,116,44,244,20,4,0,20,31,0,31,29,Thunderbolt,Thunderclap,Dragon Pulse,Electroweb
Toedscruel,3,9,5,212,116,44,4,52,196,0,0,31,16,31,16,Grass Knot,Acid Spray,Spore,Rage Powder
Weezing-Galar,3,5,3,68,252,84,196,4,156,31,0,31,17,31,0,Sludge Bomb,Strange Steam,Taunt,Protect
Porygon2,3,2,3,252,252,28,36,84,108,0,0,18,11,14,29,Tera Blast,Icy Wind,Recover,Trick Room
Miraidon,2,1,3,140,252,220,124,4,20,31,0,31,0,31,26,Parabolic Charge,Dragon Pulse,Calm Mind,Protect
Incineroar,3,2,2,252,4,188,196,68,4,31,0,31,29,31,0,Knock Off,U-turn,Helping Hand,Fake Out
Calyrex-Shadow,2,2,5,60,116,84,204,4,156,0,0,31,0,31,29,Astral Barrage,Snarl,Shadow Ball,Trick
Zacian-Crowned,2,2,5,116,204,4,4,12,172,0,0,31,16,31,16,Behemoth Blade,Play Rough,Sacred Sword,Protect
Calyrex-Shadow,2,2,5,28,252,4,220,4,252,31,0,31,17,31,0,Astral Barrage,Psychic,Tera Blast,Protect
Ogerpon-Hearthflame,2,3,1,252,12,36,36,52,156,0,0,18,11,14,29,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
Iron Hands,3,2,1,76,156,12,124,220,44,31,0,31,0,31,26,Drain Punch,Wild Charge,Fake Out,Low Kick
Urshifu,3,3,1,252,252,4,196,68,252,31,0,31,29,31,0,Wicked Blow,Close Combat,Sucker Punch,Detect
Whimsicott,3,3,5,244,116,60,28,108,68,0,0,31,0,31,29,Moonblast,Tailwind,Encore,Helping Hand
Calyrex-Ice,3,2,1,172,116,20,4,196,172,0,0,31,16,31,0,Glacial Lance,High Horsepower,Trick Room,Protect
Lunala,3,4,3,148,252,84,252,24,252,31,0,31,17,31,0,Moongeist Beam,Expanding Force,Wide Guard,Trick Room
Enamorus-Therian,2,0,3,252,12,4,252,52,156,0,0,18,11,14,2,Moonblast,Dazzling Gleam,Earth Power,Psychic
Okidogi,2,2,1,196,228,36,124,44,44,31,0,31,0,31,0,Close Combat,Gunk Shot,Knock Off,Protect
Indeedee-F,3,1,2,252,252,252,196,4,252,31,0,31,29,31,0,Alluring Voice,Follow Me,Helping Hand,Trick Room
Smeargle,3,2,5,244,4,252,28,108,252,0,0,31,30,31,29,Spore,Decorate,Follow Me,Fake Out
Calyrex-Ice,0,2,1,236,36,20,4,236,172,0,0,31,16,31,0,Glacial Lance,Leech Seed,Trick Room,Protect
Miraidon,2,1,3,236,252,52,124,68,28,31,0,31,17,31,0,Volt Switch,Dazzling Gleam,Electro Drift,Draco Meteor
Ursaluna,2,2,1,108,156,4,252,116,124,0,0,18,11,14,2,Facade,Crunch,Headlong Rush,Protect
Volcarona,3,4,2,252,228,196,124,60,44,31,0,31,0,31,0,Struggle Bug,Overheat,Rage Powder,Tailwind
Grimmsnarl,2,3,4,236,4,140,196,116,12,31,0,31,29,31,0,Spirit Break,Thunder Wave,Reflect,Light Screen
Iron Hands,3,2,1,244,236,252,28,236,36,0,0,31,30,31,29,Fake Out,Heavy Slam,Low Kick,Wild Charge
Incineroar,3,2,1,236,36,20,4,236,172,0,0,31,16,31,0,Knock Off,Will-O-Wisp,Fake Out,Parting Shot
Grimmsnarl,2,3,3,236,252,52,124,68,28,31,0,31,17,31,0,Spirit Break,Thunder Wave,Light Screen,Reflect
Lunala,2,4,1,108,156,4,252,116,124,0,0,18,11,14,2,Moongeist Beam,Moonblast,Wide Guard,Trick Room
Urshifu-Rapid-Strike,2,3,2,252,228,196,124,60,44,31,0,31,0,31,0,Surging Strikes,Close Combat,Aqua Jet,U-turn
Ursaluna,2,2,4,236,4,140,196,116,12,31,0,31,29,31,0,Facade,Headlong Rush,Earthquake,Protect
Miraidon,3,1,1,244,236,252,28,236,36,0,0,31,30,31,29,Electro Drift,Draco Meteor,Snarl,Volt Switch
Rillaboom,3,1,1,236,36,20,4,236,172,0,0,31,16,31,0,Fake Out,U-turn,Grassy Glide,Wood Hammer
Chien-Pao,2,2,3,236,252,52,124,68,28,31,0,31,17,31,0,Sucker Punch,Crunch,Icicle Crash,Protect
Zamazenta,2,2,1,108,156,4,252,116,124,0,0,18,11,14,2,Wide Guard,Protect,Heavy Slam,Body Press
Amoonguss,3,8,2,252,228,196,124,60,44,31,0,31,0,31,0,Rage Powder,Sludge Bomb,Spore,Protect
Raging Bolt,2,2,4,236,4,140,196,116,12,31,0,31,29,31,0,Dragon Pulse,Thunderclap,Thunderbolt,Protect
Calyrex-Shadow,3,2,1,244,236,252,28,236,36,0,0,31,30,31,29,Protect,Encore,Astral Barrage,Psychic
Incineroar,3,2,2,244,36,188,4,76,172,0,0,31,16,31,0,U-turn,Fake Out,Flare Blitz,Knock Off
Lunala,0,4,3,132,252,20,180,172,4,31,0,31,17,31,0,Moongeist Beam,Moonblast,Wide Guard,Trick Room
Amoonguss,3,8,4,236,156,196,252,76,124,0,0,18,11,14,0,Rage Powder,Spore,Pollen Puff,Protect
Ursaluna,2,2,1,140,252,196,124,116,44,31,0,31,14,31,0,Facade,Headlong Rush,Earthquake,Protect
Koraidon,2,1,5,4,252,140,196,116,252,31,0,31,29,31,0,Flare Blitz,Close Combat,Flame Charge,Protect
Flutter Mane,3,2,5,244,236,4,252,236,252,0,3,31,30,31,29,Moonblast,Shadow Ball,Icy Wind,Protect
Koraidon,2,1,2,244,36,188,4,76,172,0,0,31,16,31,0,Flame Charge,Close Combat,Flare Blitz,Protect
Flutter Mane,3,2,3,132,252,20,180,172,4,31,0,31,17,31,0,Moonblast,Shadow Ball,Protect,Icy Wind
Raging Bolt,2,2,4,236,156,196,252,76,124,0,0,18,11,14,0,Thunderbolt,Draco Meteor,Thunderclap,Protect
Incineroar,3,2,1,140,252,196,124,116,44,31,0,31,14,31,0,Flare Blitz,Knock Off,Parting Shot,Fake Out
Rillaboom,3,1,5,4,252,140,196,116,252,31,0,31,29,31,0,Fake Out,U-turn,Wood Hammer,Grassy Glide
Lunala,0,4,5,244,236,4,252,236,252,0,3,31,30,31,29,Moongeist Beam,Moonblast,Calm Mind,Protect
Rillaboom,3,1,2,244,36,188,4,76,172,0,0,31,16,31,0,Wood Hammer,Grassy Glide,Fake Out,U-turn
Calyrex-Shadow,3,2,3,132,252,20,180,172,4,31,0,31,17,31,0,Astral Barrage,Psychic,Encore,Protect
Urshifu-Rapid-Strike,2,3,4,236,156,196,252,76,124,0,0,18,11,14,0,Surging Strikes,Close Combat,Aqua Jet,Detect
Zamazenta,2,2,1,140,252,196,124,116,44,31,0,31,14,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Chien-Pao,2,2,5,4,252,140,196,116,252,31,0,31,29,31,0,Icicle Crash,Crunch,Sucker Punch,Protect
Tornadus,3,3,5,244,236,4,252,236,252,0,3,31,30,31,29,Bleakwind Storm,Tailwind,Rain Dance,Protect
Lunala,2,4,3,252,36,188,252,76,172,0,0,31,16,31,24,Moongeist Beam,Meteor Beam,Wide Guard,Trick Room
Raichu,3,0,5,252,252,76,4,108,68,31,0,31,17,31,0,Volt Switch,Alluring Voice,Nuzzle,Fake Out
Incineroar,3,2,5,252,28,4,252,212,12,0,0,18,11,14,0,Darkest Lariat,Fake Out,Will-O-Wisp,Parting Shot
Zamazenta-Crowned,2,2,2,172,252,252,124,4,76,31,0,31,14,31,0,Body Press,Snarl,Wide Guard,Protect
Ursaluna,2,2,1,252,252,140,196,4,252,31,0,31,29,31,0,Headlong Rush,Earthquake,Facade,Protect
Amoonguss,3,8,4,252,236,228,252,28,252,0,0,31,30,31,0,Spore,Clear Smog,Rage Powder,Pollen Puff
Terapagos-Stellar,0,3,3,252,36,188,252,76,172,0,0,31,16,31,24,Tera Starstorm,Earth Power,Calm Mind,Protect
Ogerpon-Cornerstone,2,4,5,252,252,76,4,108,68,31,0,31,17,31,0,Ivy Cudgel,Follow Me,Spiky Shield,Knock Off
Amoonguss,3,8,5,252,28,4,252,212,12,0,0,18,11,14,0,Protect,Spore,Rage Powder,Pollen Puff
Calyrex-Shadow,3,2,2,172,252,252,124,4,76,31,0,31,14,31,0,Astral Barrage,Encore,Disable,Protect
Incineroar,3,2,1,252,252,140,196,4,252,31,0,31,29,31,0,Will-O-Wisp,Knock Off,Fake Out,Parting Shot
Rillaboom,3,1,4,252,236,228,252,28,252,0,0,31,30,31,0,Fake Out,Wood Hammer,U-turn,Grassy Glide
Calyrex-Shadow,2,2,3,252,36,188,252,76,172,0,0,31,16,31,24,Astral Barrage,Protect,Psychic,Encore
Sneasler,2,2,5,252,252,76,4,108,68,31,0,31,17,31,0,Dire Claw,Close Combat,Toxic Spikes,Fake Out
Miraidon,3,1,5,252,28,4,252,212,12,0,0,18,11,14,0,Electro Drift,Dazzling Gleam,Draco Meteor,Volt Switch
Chi-Yu,2,2,2,172,252,252,124,4,76,31,0,31,14,31,0,Snarl,Overheat,Heat Wave,Dark Pulse
Tatsugiri-Droopy,3,6,1,252,252,140,196,4,252,31,0,31,29,31,0,Draco Meteor,Muddy Water,Helping Hand,Protect
Dondozo,0,3,4,252,236,228,252,28,252,0,0,31,30,31,0,Order Up,Earthquake,Body Press,Protect
Lunala,0,4,3,100,36,164,180,4,60,0,2,31,16,31,24,Protect,Moonblast,Calm Mind,Moongeist Beam
Whimsicott,3,3,5,252,252,76,252,4,252,31,17,31,17,31,0,Encore,Moonblast,Tailwind,Endeavor
Rillaboom,3,1,1,140,116,4,252,148,100,0,0,18,11,14,0,Grassy Glide,U-turn,Fake Out,Wood Hammer
Incineroar,1,2,1,244,36,68,124,156,76,31,0,31,14,31,21,Knock Off,U-turn,Fake Out,Flare Blitz
Urshifu-Rapid-Strike,2,3,1,108,156,4,196,60,180,31,0,31,29,31,0,Detect,Surging Strikes,Close Combat,Aqua Jet
Miraidon,2,1,3,28,236,12,212,4,252,0,0,31,30,31,0,Volt Switch,Draco Meteor,Electro Drift,Overheat
Miraidon,3,1,3,100,36,164,180,4,60,0,2,31,16,31,24,Electro Drift,Draco Meteor,Volt Switch,Snarl
Incineroar,3,2,5,252,252,76,252,4,252,31,17,31,17,31,0,Knock Off,Flare Blitz,Parting Shot,Fake Out
Urshifu-Rapid-Strike,2,3,1,140,116,4,252,148,100,0,0,18,11,14,0,Surging Strikes,Close Combat,U-turn,Aqua Jet
Lunala,2,4,1,244,36,68,124,156,76,31,0,31,14,31,21,Moongeist Beam,Moonblast,Wide Guard,Trick Room
Grimmsnarl,2,3,1,108,156,4,196,60,180,31,0,31,29,31,0,Spirit Break,Reflect,Light Screen,Thunder Wave
Ursaluna,2,2,3,28,236,12,212,4,252,0,0,31,30,31,0,Protect,Headlong Rush,Facade,Earthquake
Terapagos,0,3,3,100,36,164,180,4,60,0,2,31,16,31,24,Tera Starstorm,Calm Mind,Earth Power,Protect
Calyrex-Shadow,3,2,5,252,252,76,252,4,252,31,17,31,17,31,0,Astral Barrage,Encore,Disable,Protect
Amoonguss,3,8,1,140,116,4,252,148,100,0,0,18,11,14,0,Sludge Bomb,Spore,Rage Powder,Protect
Urshifu-Rapid-Strike,2,3,1,244,36,68,124,156,76,31,0,31,14,31,21,Surging Strikes,Aqua Jet,Close Combat,U-turn
Rillaboom,3,1,1,108,156,4,196,60,180,31,0,31,29,31,0,Fake Out,Grassy Glide,Wood Hammer,U-turn
Incineroar,3,2,3,28,236,12,212,4,252,0,0,31,30,31,0,Fake Out,Knock Off,Flare Blitz,Parting Shot
Incineroar,3,2,2,252,36,252,180,4,60,0,2,31,16,31,26,Will-O-Wisp,Knock Off,Fake Out,Parting Shot
Grimmsnarl,2,3,4,228,4,140,252,116,20,31,17,31,17,31,0,Thunder Wave,Spirit Break,Reflect,Light Screen
Miraidon,3,1,3,228,116,20,212,4,44,0,0,18,11,14,0,Volt Switch,Draco Meteor,Electro Drift,Snarl
Urshifu-Rapid-Strike,2,3,1,84,212,4,124,4,204,31,0,31,14,31,21,Surging Strikes,Aqua Jet,Close Combat,U-turn
Ursaluna,2,2,1,140,252,44,196,68,180,31,0,31,29,31,0,Facade,Earthquake,Headlong Rush,Protect
Lunala,2,4,3,132,236,172,180,12,12,0,0,31,30,31,0,Moongeist Beam,Moonblast,Wide Guard,Trick Room
Miraidon,2,1,3,164,36,4,116,4,220,0,2,31,16,31,26,Draco Meteor,Volt Switch,Electro Drift,Snarl
Lunala,2,4,3,132,4,164,180,12,20,31,0,31,17,31,0,Moongeist Beam,Moonblast,Trick Room,Wide Guard
Incineroar,3,2,4,236,4,12,212,76,180,0,0,18,11,14,0,Knock Off,Taunt,Parting Shot,Fake Out
Okidogi,3,2,1,140,92,116,124,100,52,31,0,31,14,31,21,Close Combat,Crunch,Brick Break,Gunk Shot
Ursaluna,2,2,1,140,252,44,196,116,180,31,0,31,29,31,0,Facade,Headlong Rush,Protect,Earthquake
Grimmsnarl,2,3,2,252,4,172,180,28,52,0,0,31,30,31,0,Spirit Break,Reflect,Light Screen,Thunder Wave
Calyrex-Shadow,2,2,3,164,36,4,116,4,220,0,2,31,16,31,26,Astral Barrage,Psychic,Pollen Puff,Protect
Weezing-Galar,1,5,3,132,4,164,180,12,20,31,0,31,17,31,0,Toxic Spikes,Poison Gas,Dazzling Gleam,Protect
Dondozo,0,3,4,236,4,12,212,76,180,0,0,18,11,14,0,Body Press,Order Up,Substitute,Protect
Tatsugiri-Droopy,3,6,1,140,92,116,124,100,52,31,0,31,14,31,21,Draco Meteor,Icy Wind,Muddy Water,Protect
Brute Bonnet,3,2,1,140,252,44,196,116,180,31,0,31,29,31,0,Spore,Rage Powder,Sucker Punch,Seed Bomb
Koraidon,3,1,2,252,4,172,180,28,52,0,0,31,30,31,0,Collision Course,Flare Blitz,Flame Charge,Protect
Calyrex-Ice,3,2,1,252,196,4,116,60,220,0,2,31,16,31,0,Glacial Lance,High Horsepower,Trick Room,Protect
Scraggy,3,2,4,4,4,252,180,252,20,31,0,31,17,31,0,Foul Play,Endeavor,Coaching,Fake Out
Miraidon,2,1,3,236,4,4,252,4,12,0,0,18,11,14,0,Volt Switch,Dazzling Gleam,Electro Drift,Draco Meteor
Farigiraf,2,0,2,228,92,164,124,116,52,31,0,31,14,31,21,Psychic,Helping Hand,Trick Room,Foul Play
Iron Treads,2,2,5,4,252,44,196,116,252,31,0,31,29,31,0,High Horsepower,Iron Head,Knock Off,Protect
Iron Hands,3,2,1,76,180,12,180,236,52,0,0,31,30,31,0,Low Kick,Fake Out,Drain Punch,Wild Charge
Terapagos-Terastal,0,4,1,252,196,4,116,60,220,0,2,31,16,31,0,Tera Starstorm,Earth Power,Calm Mind,Protect
Rillaboom,3,1,4,4,4,252,180,252,20,31,0,31,17,31,0,Wood Hammer,Grassy Glide,Fake Out,U-turn
Incineroar,3,2,3,236,4,4,252,4,12,0,0,18,11,14,0,Knock Off,Parting Shot,Fake Out,Helping Hand
Calyrex-Shadow,3,2,2,228,92,164,124,116,52,31,0,31,14,31,21,Astral Barrage,Pollen Puff,Will-O-Wisp,Protect
Urshifu-Rapid-Strike,2,3,5,4,252,44,196,116,252,31,0,31,29,31,0,Surging Strikes,Close Combat,Aqua Jet,U-turn
Scream Tail,2,2,1,76,180,12,180,236,52,0,0,31,30,31,0,Dazzling Gleam,Disable,Encore,Protect
Chi-Yu,2,2,1,252,196,4,116,60,220,0,2,31,16,31,0,Dark Pulse,Snarl,Heat Wave,Overheat
Brute Bonnet,3,2,4,4,4,252,180,252,20,31,0,31,17,31,0,Seed Bomb,Sucker Punch,Spore,Rage Powder
Koraidon,2,1,3,236,4,4,252,4,12,0,0,18,11,14,0,Protect,Flare Blitz,Close Combat,Flame Charge
Flutter Mane,3,2,2,228,92,164,124,116,52,31,0,31,14,31,21,Moonblast,Protect,Icy Wind,Taunt
Ursaluna,2,2,5,4,252,44,196,116,252,31,0,31,29,31,0,Headlong Rush,Facade,Earthquake,Protect
Lunala,2,4,1,76,180,12,180,236,52,0,0,31,30,31,0,Moongeist Beam,Wide Guard,Trick Room,Meteor Beam
Zamazenta,2,2,1,252,196,4,116,60,220,0,2,31,16,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Incineroar,3,2,4,4,4,252,180,252,20,31,0,31,17,31,0,Knock Off,Will-O-Wisp,Parting Shot,Fake Out
Calyrex-Shadow,3,2,3,236,4,4,252,4,12,0,0,18,11,14,0,Astral Barrage,Draining Kiss,Calm Mind,Protect
Rillaboom,3,1,2,228,92,164,124,116,52,31,0,31,14,31,21,Grassy Glide,Wood Hammer,U-turn,Fake Out
Ogerpon-Cornerstone,2,4,5,4,252,44,196,116,252,31,0,31,29,31,0,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Chien-Pao,3,2,1,76,180,12,180,236,52,0,0,31,30,31,0,Icicle Crash,Crunch,Sucker Punch,Protect
Miraidon,2,1,1,252,196,4,116,60,220,0,2,31,16,31,0,Volt Switch,Electro Drift,Draco Meteor,Dazzling Gleam
Calyrex-Ice,3,2,4,4,4,252,180,252,20,31,0,31,17,31,0,Glacial Lance,High Horsepower,Trick Room,Protect
Ogerpon-Cornerstone,2,4,3,236,4,4,252,4,12,0,0,18,11,14,0,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Iron Hands,3,2,2,228,92,164,124,116,52,31,0,31,14,31,21,Fake Out,Drain Punch,Low Kick,Wild Charge
Pelipper,3,1,5,4,252,44,196,116,252,31,0,31,29,31,0,Weather Ball,Hurricane,Tailwind,Wide Guard
Urshifu-Rapid-Strike,2,3,1,76,180,12,180,236,52,0,0,31,30,31,0,Surging Strikes,Close Combat,Aqua Jet,U-turn
Miraidon,2,1,1,252,196,4,116,60,220,0,2,31,16,31,0,Electro Drift,Volt Switch,Draco Meteor,Dazzling Gleam
Calyrex-Ice,3,2,4,4,4,252,180,252,20,31,0,31,17,31,0,Glacial Lance,Protect,Trick Room,High Horsepower
Ogerpon-Cornerstone,2,4,3,236,4,4,252,4,12,0,0,18,11,14,0,Ivy Cudgel,Knock Off,Spiky Shield,Follow Me
Iron Hands,3,2,2,228,92,164,124,116,52,31,0,31,14,31,21,Low Kick,Fake Out,Wild Charge,Drain Punch
Farigiraf,2,0,5,4,252,44,196,116,252,31,0,31,29,31,0,Foul Play,Helping Hand,Psychic Noise,Trick Room
Volcarona,3,4,1,76,180,12,180,236,52,0,0,31,30,31,0,Fiery Dance,Struggle Bug,Rage Powder,Protect
Grimmsnarl,2,3,1,252,196,4,116,60,220,0,2,31,16,31,0,Light Screen,Reflect,Thunder Wave,Spirit Break
Lunala,2,4,4,4,4,252,180,252,20,31,0,31,17,31,0,Meteor Beam,Trick Room,Moongeist Beam,Wide Guard
Ursaluna,2,2,3,236,4,4,252,4,12,0,0,18,11,14,0,Facade,Protect,Earthquake,Headlong Rush
Incineroar,3,2,2,228,92,164,124,116,52,31,0,31,14,31,21,Knock Off,Flare Blitz,Fake Out,Parting Shot
Miraidon,2,1,5,4,252,44,196,116,252,31,0,31,29,31,0,Volt Switch,Draco Meteor,Electro Drift,Dazzling Gleam
Urshifu-Rapid-Strike,3,3,1,76,180,12,180,236,52,0,0,31,30,31,0,Surging Strikes,Aqua Jet,Close Combat,Protect
Incineroar,3,2,1,252,196,4,116,60,220,0,2,31,16,31,0,Knock Off,Flare Blitz,Parting Shot,Fake Out
Terapagos-Terastal,0,4,4,4,4,252,180,252,20,31,0,31,17,31,0,Tera Starstorm,Earth Power,Calm Mind,Protect
Rillaboom,3,1,3,236,4,4,252,4,12,0,0,18,11,14,0,Wood Hammer,Grassy Glide,U-turn,Fake Out
Calyrex-Shadow,3,2,2,228,92,164,124,116,52,31,0,31,14,31,21,Astral Barrage,Pollen Puff,Will-O-Wisp,Protect
Urshifu-Rapid-Strike,2,3,5,4,252,44,196,116,252,31,0,31,29,31,0,Surging Strikes,Close Combat,U-turn,Aqua Jet
Amoonguss,3,8,1,76,180,12,180,236,52,0,0,31,30,31,0,Pollen Puff,Spore,Rage Powder,Protect
Grimmsnarl,2,3,1,252,196,4,116,60,220,0,2,31,16,31,0,Spirit Break,Light Screen,Reflect,Thunder Wave
Urshifu-Rapid-Strike,2,3,4,4,4,252,180,252,20,31,0,31,17,31,0,Surging Strikes,Close Combat,Aqua Jet,U-turn
Miraidon,3,1,3,236,4,4,252,4,12,0,0,18,11,14,0,Draco Meteor,Electro Drift,Snarl,Volt Switch
Ursaluna,2,2,2,228,92,164,124,116,52,31,0,31,14,31,21,Facade,Headlong Rush,Earthquake,Protect
Incineroar,3,2,5,4,252,44,196,116,252,31,0,31,29,31,0,Fake Out,Knock Off,Will-O-Wisp,Parting Shot
Lunala,2,4,1,76,180,12,180,236,52,0,0,31,30,31,0,Moongeist Beam,Moonblast,Wide Guard,Trick Room
Koraidon,2,1,1,252,196,4,116,60,220,0,2,31,16,31,0,Flare Blitz,Flame Charge,Close Combat,Protect
Lunala,2,4,4,4,4,252,180,252,20,31,0,31,17,31,0,Moongeist Beam,Meteor Beam,Wide Guard,Trick Room
Chi-Yu,2,2,3,236,4,4,252,4,12,0,0,18,11,14,0,Overheat,Heat Wave,Dark Pulse,Snarl
Ursaluna,2,2,2,228,92,164,124,116,52,31,0,31,14,31,21,Facade,Earthquake,Headlong Rush,Protect
Brute Bonnet,3,2,5,4,252,44,196,116,252,31,0,31,29,31,0,Seed Bomb,Sucker Punch,Spore,Rage Powder
Flutter Mane,3,2,1,76,180,12,180,236,52,0,0,31,30,31,0,Moonblast,Icy Wind,Shadow Ball,Protect
Miraidon,3,1,1,252,196,4,116,60,220,0,2,31,16,31,0,Electro Drift,Dazzling Gleam,Volt Switch,Draco Meteor
Lunala,2,4,4,4,4,252,180,252,20,31,0,31,17,31,0,Moongeist Beam,Psychic,Wide Guard,Trick Room
Whimsicott,3,3,3,236,4,4,252,4,12,0,0,18,11,14,0,Moonblast,Tailwind,Encore,Light Screen
