At index: 0 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3822 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3826 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3828 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3845 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3848 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3854 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3857 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3858 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3868 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3872 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3876 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3887 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3890 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3895 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3902 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3909 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3912 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3916 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 3918 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3928 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3932 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3938 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3942 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3948 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3958 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3960 Name: Torkoal, Ability Category: 1, Ability Name: Drought 
At index: 3965 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 3967 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3976 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3979 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3980 Name: Rayquaza, Ability Category: 1, Ability Name: Air Lock 
At index: 3986 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 3989 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3990 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3995 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3997 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4003 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4008 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4014 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4015 Name: Rayquaza, Ability Category: 1, Ability Name: Air Lock 
At index: 4029 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4036 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4039 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 4047 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4055 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4056 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4062 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 4065 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4069 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4075 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4077 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4085 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 4091 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 4093 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 4094 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4098 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4105 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4106 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 4111 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4116 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4124 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 4133 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4134 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4135 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 4140 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4153 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4163 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4165 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4170 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4176 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 4177 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4183 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 4189 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 4195 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4203 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4206 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4216 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4223 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4226 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 4229 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4231 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4236 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4243 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 4254 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 4258 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4264 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4273 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 4277 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4278 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4284 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 4286 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4292 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 4296 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4304 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 4307 Name: Torkoal, Ability Category: 1, Ability Name: Drought 
At index: 4314 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4321 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4333 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4340 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4344 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4355 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4356 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4363 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4373 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 4384 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4387 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4393 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 4394 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 4410 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4420 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4426 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4429 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 4435 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4436 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4440 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4448 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4454 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 4459 Name: Indeedee, Ability Category: 1, Ability Name: Psiratychic Surge 
At index: 4463 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 4468 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4475 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4476 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4479 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 4482 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4488 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 4493 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 4500 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4509 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4512 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 4518 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4530 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4537 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4539 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 4545 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4548 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4554 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4555 Name: Terapagos-Terastal, Ability Category: 1, Ability Name: Teraform Zero 
At index: 4558 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4562 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4567 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4575 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4578 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4580 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 4584 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4593 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4597 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4606 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4611 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4619 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4620 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4628 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4634 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4640 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4647 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4652 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4656 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4657 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 4665 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4669 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4677 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4684 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4690 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4692 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4702 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4708 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4712 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4718 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4724 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4730 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4732 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4743 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4746 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4753 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4758 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4764 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4773 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4778 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4785 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4794 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4795 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 4803 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4806 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4818 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4824 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4828 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4830 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 4842 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4847 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 4849 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4852 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 4858 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4864 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4866 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 4873 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4878 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4882 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4886 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4891 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 4895 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 4901 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4903 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 4912 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4923 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4926 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4932 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4934 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 4944 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4950 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 4956 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 4962 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4973 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 4974 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4984 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 4986 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 4995 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5001 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5007 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5010 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5016 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5029 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5034 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5041 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 5045 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5047 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 5052 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5056 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5058 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5068 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5074 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5078 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5082 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5090 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5094 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5096 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5100 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5107 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5113 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5119 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5120 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5124 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 5127 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5133 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5140 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5146 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5149 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5154 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5160 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 5162 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5166 Name: Terapagos-Stellar, Ability Category: 1, Ability Name: Teraform Zero 
At index: 5169 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5173 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5179 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5185 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5187 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5190 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 5197 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5202 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5208 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5214 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5220 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5234 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5240 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5249 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5257 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5263 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 5283 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5288 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5293 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5298 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5307 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5311 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5316 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5319 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5322 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5330 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5335 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5336 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5340 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5346 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5349 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5356 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5361 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5367 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5370 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5376 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5382 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5388 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5395 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 5397 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5411 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5413 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5418 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5424 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5430 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5436 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5443 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5448 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5449 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5455 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5461 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5465 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5468 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5476 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5482 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5486 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5490 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5498 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5502 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5504 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5508 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5515 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5521 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5527 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5528 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5535 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5542 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5548 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5554 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5560 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5564 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5568 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5576 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5580 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5582 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5586 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5593 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5599 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5605 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5606 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5610 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 5613 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5619 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5626 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5632 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5634 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5641 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5647 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5656 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5665 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5670 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 5671 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5676 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5683 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
