At index: 2 Name: Ursaluna-Bloodmoon, Ability Category: 3, Ability Name: Mind's Eye 
At index: 4172 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4173 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 4174 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4179 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4181 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4184 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4191 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4197 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4199 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4204 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4208 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4210 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4221 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4222 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 4224 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4234 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 4235 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4238 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4240 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4244 Name: Murkrow, Ability Category: 3, Ability Name: Prankster 
At index: 4245 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4247 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 4252 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 4257 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4261 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 4268 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 4276 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4281 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4300 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4301 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 4306 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4313 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4316 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4325 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4329 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 4331 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4335 Name: Thundurus, Ability Category: 3, Ability Name: Prankster 
At index: 4341 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4349 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4352 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4353 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4358 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4359 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4362 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4367 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4370 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 4374 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4391 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4396 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4401 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4412 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4419 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4432 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4455 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4457 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 4460 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4461 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4485 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4490 Name: Sableye, Ability Category: 3, Ability Name: Prankster 
At index: 4495 Name: Sableye, Ability Category: 3, Ability Name: Prankster 
At index: 4499 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 4501 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4511 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 4516 Name: Sableye, Ability Category: 3, Ability Name: Prankster 
At index: 4521 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4523 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4526 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 4527 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4529 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 4541 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4546 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4570 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4577 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4592 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4594 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4604 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4607 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4610 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4612 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4627 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4629 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4635 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 4638 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4648 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 4650 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4651 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 4655 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4666 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4667 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 4709 Name: Comfey, Ability Category: 3, Ability Name: Triage 
At index: 4717 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4720 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4721 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 4733 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4735 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4739 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 4742 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4744 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4756 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4772 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4774 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4776 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4781 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 4782 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 4783 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4789 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 4797 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4799 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4804 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4805 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4808 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4811 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 4814 Name: Impidimp, Ability Category: 3, Ability Name: Prankster 
At index: 4823 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4827 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4829 Name: Talonflame, Ability Category: 3, Ability Name: Gale Wings 
At index: 4837 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 4850 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4855 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4857 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 4861 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 4868 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4871 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4877 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4887 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4913 Name: Comfey, Ability Category: 3, Ability Name: Triage 
At index: 4915 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4920 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 4928 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4930 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 4936 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4940 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4941 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 4942 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 4946 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4949 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4955 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 4958 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4961 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 4964 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 4965 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4967 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4977 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4978 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4982 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4989 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4994 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 4996 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5002 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5024 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5025 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5042 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5051 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 5062 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 5063 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 5066 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5067 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5075 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5098 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5110 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5117 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 5121 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5122 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5128 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5132 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5134 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5138 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5139 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5145 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5150 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5164 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5165 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5171 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5174 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5177 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 5192 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5193 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5198 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5204 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5205 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5212 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5216 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5217 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5219 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5222 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 5224 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 5229 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 5231 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5237 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5242 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5243 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5247 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5248 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5253 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5254 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5258 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5260 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5264 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5267 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5270 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5273 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5276 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5279 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5296 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 5302 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 5312 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 5314 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5328 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 5337 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5354 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5355 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5360 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5362 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5365 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 5369 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5375 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 5391 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 5399 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5402 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5404 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5407 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5408 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5416 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 5417 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5420 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5421 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5427 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5428 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5429 Name: Ursaluna-Bloodmoon, Ability Category: 3, Ability Name: Mind's Eye 
At index: 5432 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 5438 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5456 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5466 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 5469 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5471 Name: Volbeat, Ability Category: 3, Ability Name: Prankster 
At index: 5474 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5475 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5483 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5506 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5518 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5525 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 5529 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5530 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5534 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5536 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5540 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5541 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5547 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5552 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5553 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5561 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5584 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5596 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5603 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 5607 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5608 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5614 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5618 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5620 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5624 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5625 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5631 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5638 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5651 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 5654 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5655 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5661 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5669 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5675 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5679 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5685 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5690 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5693 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5694 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5697 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5708 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 5711 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 5714 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5717 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5726 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5734 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5737 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5758 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5763 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 5767 Name: Terapagos-Terastal, Ability Category: 3, Ability Name: Tera Shift 
At index: 5774 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5775 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5777 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5783 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5792 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5805 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5818 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 5819 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5824 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5825 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5828 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 5834 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5836 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5841 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5846 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5847 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5851 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 5854 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5855 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5858 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 5860 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5863 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 5866 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 5872 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5873 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5881 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5896 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5906 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5912 Name: Ursaluna-Bloodmoon, Ability Category: 3, Ability Name: Mind's Eye 
At index: 5914 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5920 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5922 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5927 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5932 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 5942 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5945 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5948 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5951 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5956 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5957 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5960 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 5967 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
