At index: 1 Name: Sneasler, Ability Category: 2, Ability Name: Unburden 
At index: 3009 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3013 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3016 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3017 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3019 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3020 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3021 Name: Ting-Lu, Ability Category: 2, Ability Name: Vessel of Ruin 
At index: 3023 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3025 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3027 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3031 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3032 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 3037 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 3038 Name: Iron Jugulis, Ability Category: 2, Ability Name: Quark Drive 
At index: 3040 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3042 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3046 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3050 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3051 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3052 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3056 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3058 Name: Azumarill, Ability Category: 2, Ability Name: Huge Power 
At index: 3059 Name: Iron Jugulis, Ability Category: 2, Ability Name: Quark Drive 
At index: 3064 Name: Ting-Lu, Ability Category: 2, Ability Name: Vessel of Ruin 
At index: 3067 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3069 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 3070 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3071 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3073 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3076 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 3077 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3078 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: asone 
At index: 3079 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3080 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3081 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3083 Name: Ting-Lu, Ability Category: 2, Ability Name: Vessel of Ruin 
At index: 3086 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3090 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3094 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3097 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: asone 
At index: 3098 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3099 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3103 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3104 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3105 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3106 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3107 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 3109 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3110 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3111 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3114 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 3118 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3119 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3122 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3123 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3124 Name: Jumpluff, Ability Category: 2, Ability Name: Chlorophyll 
At index: 3125 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3127 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3131 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3134 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3139 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 3141 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 3142 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3143 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 3144 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3147 Name: Iron Jugulis, Ability Category: 2, Ability Name: Quark Drive 
At index: 3150 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3151 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3156 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3157 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3158 Name: Ogerpon, Ability Category: 2, Ability Name: Defiant 
At index: 3159 Name: Ting-Lu, Ability Category: 2, Ability Name: Vessel of Ruin 
At index: 3165 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3171 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 3174 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3175 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3178 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3179 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3181 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3183 Name: Iron Moth, Ability Category: 2, Ability Name: Quark Drive 
At index: 3185 Name: Wo-Chien, Ability Category: 2, Ability Name: Tablets of Ruin 
At index: 3188 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3189 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3190 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 3192 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3193 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3194 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3196 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3197 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3198 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3199 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3201 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3203 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3208 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3210 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3213 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3214 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3215 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3217 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3220 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3221 Name: Basculegion, Ability Category: 2, Ability Name: Swift Swim 
At index: 3223 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3225 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 3226 Name: Walking Wake, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3227 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3229 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3232 Name: Iron Jugulis, Ability Category: 2, Ability Name: Quark Drive 
At index: 3234 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3235 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3236 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3237 Name: Ting-Lu, Ability Category: 2, Ability Name: Vessel of Ruin 
At index: 3239 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3240 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3241 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3242 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3244 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3249 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3250 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3252 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3254 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3255 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 3257 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3261 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3263 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3268 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3269 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3270 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 3271 Name: Jumpluff, Ability Category: 2, Ability Name: Chlorophyll 
At index: 3273 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3274 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3275 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3277 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3279 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3280 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3282 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3284 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3285 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3286 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3288 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3289 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3291 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3293 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3296 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3299 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3301 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3302 Name: Zacian, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 3305 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3306 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3308 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3310 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 3311 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3312 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3313 Name: Zacian, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 3316 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3318 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 3320 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3322 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3327 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3329 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3331 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3333 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 3335 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3336 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3339 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3340 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3341 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3342 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3346 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3347 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 3348 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3349 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3352 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3353 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3356 Name: Iron Jugulis, Ability Category: 2, Ability Name: Quark Drive 
At index: 3358 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3362 Name: Wo-Chien, Ability Category: 2, Ability Name: Tablets of Ruin 
At index: 3363 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3365 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3366 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3370 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3371 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 3372 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3377 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3378 Name: Wo-Chien, Ability Category: 2, Ability Name: Tablets of Ruin 
At index: 3379 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 3381 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3382 Name: Annihilape, Ability Category: 2, Ability Name: Defiant 
At index: 3385 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3386 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 3388 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3391 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3392 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3393 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3394 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3395 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 3396 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3399 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3401 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3403 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3404 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3405 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 3406 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3409 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 3412 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3413 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3416 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3419 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3422 Name: Smeargle, Ability Category: 2, Ability Name: Technician 
At index: 3424 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3426 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3427 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3429 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3431 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3433 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3435 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3436 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3437 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 3438 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3439 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3443 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 3446 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3447 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 3451 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3452 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3453 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3460 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3461 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3462 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3463 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3464 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 3465 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3468 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3470 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3471 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3474 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3475 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3478 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3479 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3480 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3482 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3483 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3484 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3485 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3487 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3488 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3489 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3491 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3492 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3494 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3495 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3499 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3504 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3505 Name: Ting-Lu, Ability Category: 2, Ability Name: Vessel of Ruin 
At index: 3506 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3507 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3508 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3510 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3511 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3512 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3513 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3516 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3518 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3520 Name: Iron Jugulis, Ability Category: 2, Ability Name: Quark Drive 
At index: 3522 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3524 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3528 Name: Gouging Fire, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3530 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3533 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3537 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3540 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3544 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3545 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 3546 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3549 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3550 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3553 Name: Sneasler, Ability Category: 2, Ability Name: Unburden 
At index: 3557 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3558 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3562 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3563 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 3565 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3569 Name: Iron Bundle, Ability Category: 2, Ability Name: Quark Drive 
At index: 3570 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 3572 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3575 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3578 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3582 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3584 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3591 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3594 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3596 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3600 Name: Porygon2, Ability Category: 2, Ability Name: Download 
At index: 3602 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3603 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3606 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3607 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3611 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3614 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3617 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3618 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3620 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3621 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3623 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3627 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3628 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3629 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3633 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3635 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3639 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3640 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3643 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3645 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3647 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3650 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3651 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3655 Name: Annihilape, Ability Category: 2, Ability Name: Defiant 
At index: 3659 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3661 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3663 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3664 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3667 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3669 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3671 Name: Iron Valiant, Ability Category: 2, Ability Name: Quark Drive 
At index: 3672 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3676 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3677 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 3681 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3682 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 3683 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3684 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3685 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3687 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3688 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3692 Name: Walking Wake, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3693 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3694 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 3695 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3697 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
