name,item,gender,ability,level,tera_type,nature,evs.ev_hp,evs.ev_attack,evs.ev_defense,evs.ev_special_attack,evs.ev_special_defense,evs.ev_speed,ivs.iv_hp,ivs.iv_attack,ivs.iv_defense,ivs.iv_special_attack,ivs.iv_special_defense,ivs.iv_speed,moves.move_1,moves.move_2,moves.move_3,moves.move_4
Calyrex-Shadow,Life Orb,Genderless,As One (Spectrier),50,Dark,Bold,252,4,172,244,84,12,0,0,31,16,31,0,Astral Barrage,Psychic,Protect,Agility
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Fire,Modest,28,116,44,252,4,180,31,15,31,17,31,0,Body Press,Heavy Slam,Wide Guard,Substitute
Chien-Pao,Focus Sash,Genderless,Sword of Ruin,50,Grass,Timid,252,36,124,132,212,252,0,0,18,11,0,0,Ice Spinner,Sacred Sword,Ice Shard,Taunt
Volcarona,Rocky Helmet,Female,Flame Body,50,Water,Timid,20,252,4,252,44,188,19,0,31,30,31,27,Fiery Dance,Rage Powder,Tailwind,Struggle Bug
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fire,Jolly,252,252,4,196,92,252,31,0,31,29,31,0,Grassy Glide,Fake Out,Drum Beating,U-turn
Brute Bonnet,Booster Energy,Genderless,Protosynthesis,50,Water,Impish,252,4,164,252,20,68,0,0,31,30,31,0,Spore,Rage Powder,Clear Smog,Sucker Punch
Calyrex-Ice,Clear Amulet,Genderless,As One (Glastrier),50,Water,Adamant,252,116,12,244,60,68,0,0,31,16,31,0,Glacial Lance,High Horsepower,Trick Room,Protect
Miraidon,Assault Vest,Genderless,Hadron Engine,50,Electric,Modest,252,116,36,196,4,20,31,15,31,17,31,0,Electro Drift,Draco Meteor,Volt Switch,Snarl
Ursaluna,Flame Orb,Male,Guts,50,Ghost,Brave,252,236,124,132,20,252,0,0,18,11,0,0,Facade,Headlong Rush,Earthquake,Protect
Volcarona,Rocky Helmet,Male,Flame Body,50,Water,Bold,244,252,252,4,4,4,19,0,31,30,31,27,Fiery Dance,Rage Powder,Morning Sun,Will-O-Wisp
Annihilape,Choice Scarf,Female,Defiant,50,Dark,Jolly,252,4,4,196,92,252,31,0,31,29,31,0,Close Combat,Rage Fist,Final Gambit,U-turn
Grimmsnarl,Light Clay,Male,Prankster,50,Ghost,Careful,244,4,204,252,36,20,0,0,31,30,31,0,Spirit Break,Light Screen,Reflect,Thunder Wave
Lunala,Choice Specs,Genderless,Shadow Shield,50,Fairy,Modest,4,116,12,252,60,252,0,0,31,16,31,0,Moongeist Beam,Moonblast,Expanding Force,Dazzling Gleam
Kyogre,Choice Scarf,Genderless,Drizzle,50,Water,Timid,4,116,36,252,4,252,31,0,31,17,31,0,Water Spout,Icy Wind,Hydro Pump,Ice Beam
Indeedee-F,Focus Sash,Male,Psychic Surge,50,Grass,Relaxed,252,236,252,132,4,252,0,0,18,11,0,0,Follow Me,Helping Hand,Trick Room,Heal Pulse
Brute Bonnet,Rocky Helmet,Genderless,Protosynthesis,50,Fire,Impish,252,252,148,4,108,4,19,0,31,30,31,27,Rage Powder,Spore,Sucker Punch,Seed Bomb
Urshifu-Rapid-Strike,Covert Cloak,Male,Unseen Fist,50,Grass,Adamant,92,236,4,196,92,180,31,0,31,29,31,0,Detect,Surging Strikes,Close Combat,Taunt
Iron Hands,Assault Vest,Genderless,Quark Drive,50,Water,Brave,4,252,204,252,252,20,0,0,31,30,31,0,Fake Out,Drain Punch,Wild Charge,Low Kick
Lunala,Leftovers,Genderless,Shadow Shield,50,Fairy,Modest,4,116,12,252,60,252,0,0,31,16,31,0,Moongeist Beam,Dazzling Gleam,Wide Guard,Protect
Landorus,Choice Scarf,Male,Sheer Force,50,Water,Timid,4,116,36,252,4,252,31,0,31,17,31,0,Earth Power,Sandsear Storm,Sludge Bomb,U-turn
Chien-Pao,Life Orb,Genderless,Sword of Ruin,50,Grass,Relaxed,252,236,252,132,4,252,0,0,18,11,0,0,Icicle Crash,Ice Shard,Sucker Punch,Protect
Urshifu-Rapid-Strike,Focus Sash,Male,Unseen Fist,50,Stellar,Impish,252,252,148,4,108,4,19,0,31,30,31,27,Surging Strikes,Close Combat,Aqua Jet,Detect
Raging Bolt,Assault Vest,Genderless,Protosynthesis,50,Electric,Adamant,92,236,4,196,92,180,31,20,31,29,31,0,Thunderclap,Draco Meteor,Electroweb,Thunderbolt
Volcarona,Safety Goggles,Female,Flame Body,50,Water,Brave,4,252,204,252,252,20,0,0,31,30,31,0,Fiery Dance,Will-O-Wisp,Rage Powder,Protect
Calyrex-Ice,Leftovers,Genderless,As One (Glastrier),50,Water,Relaxed,252,116,100,252,156,252,0,0,31,16,31,0,Protect,Glacial Lance,Leech Seed,Trick Room
Ho-Oh,Rocky Helmet,Genderless,Regenerator,50,Dragon,Adamant,252,116,220,252,4,36,31,0,31,17,31,0,Protect,Sacred Fire,Recover,Whirlwind
Iron Valiant,Booster Energy,Genderless,Quark Drive,50,Steel,Timid,252,236,84,4,28,140,0,0,18,11,0,0,Protect,Moonblast,Coaching,Disable
Ting-Lu,Choice Band,Genderless,Vessel of Ruin,50,Fire,Brave,4,252,148,4,252,4,19,0,31,30,31,0,Stomping Tantrum,Lash Out,Rock Slide,Earthquake
Toxapex,Mental Herb,Female,Regenerator,50,Dark,Sassy,252,236,108,196,148,180,31,0,31,29,31,0,Baneful Bunker,Infestation,Wide Guard,Toxic Spikes
Glimmora,Assault Vest,Female,Toxic Debris,50,Grass,Modest,252,252,204,252,196,60,0,0,31,30,31,0,Sludge Bomb,Power Gem,Earth Power,Mortal Spin
Miraidon,Assault Vest,Genderless,Hadron Engine,50,Electric,Modest,124,116,100,196,156,188,0,0,31,16,31,0,Electro Drift,Dragon Pulse,Volt Switch,Parabolic Charge
Ho-Oh,Leftovers,Genderless,Regenerator,50,Electric,Adamant,252,156,76,252,4,20,31,0,31,17,31,0,Sacred Fire,Brave Bird,Protect,Tailwind
Grimmsnarl,Light Clay,Male,Prankster,50,Fire,Careful,252,12,36,4,204,4,0,0,18,11,0,0,Spirit Break,Reflect,Light Screen,Parting Shot
Ursaluna,Flame Orb,Male,Guts,50,Ghost,Brave,252,252,4,4,252,4,19,0,31,30,31,0,Facade,Headlong Rush,Earthquake,Protect
Sinistcha,Rocky Helmet,Genderless,Hospitality,50,Water,Bold,252,236,228,4,20,4,31,0,31,29,31,0,Foul Play,Rage Powder,Life Dew,Trick Room
Sneasler,Electric Seed,Female,Unburden,50,Dark,Adamant,204,76,116,252,4,108,0,0,31,30,31,0,Throat Chop,Close Combat,Protect,Coaching
Calyrex-Shadow,Choice Scarf,Genderless,As One (Spectrier),50,Ghost,Timid,92,116,4,252,4,156,0,0,31,16,31,0,Astral Barrage,Psychic,Will-O-Wisp,Trick
Lunala,Rocky Helmet,Genderless,Shadow Shield,50,Fairy,Modest,132,156,108,180,4,84,31,0,31,17,31,0,Moongeist Beam,Moonblast,Wide Guard,Trick Room
Incineroar,Assault Vest,Female,Intimidate,50,Grass,Adamant,252,196,4,4,44,12,0,0,18,11,0,0,Knock Off,Flare Blitz,Fake Out,U-turn
Urshifu-Rapid-Strike,Mystic Water,Male,Unseen Fist,50,Water,Adamant,44,236,4,4,172,52,19,0,31,30,31,0,Surging Strikes,U-turn,Aqua Jet,Detect
Rillaboom,Choice Band,Female,Grassy Surge,50,Fire,Adamant,140,252,4,4,84,28,31,0,31,29,31,0,Grassy Glide,Wood Hammer,High Horsepower,U-turn
Ting-Lu,Sitrus Berry,Genderless,Vessel of Ruin,50,Poison,Careful,252,76,12,252,244,108,0,0,31,30,31,0,Ruination,Heavy Slam,Stealth Rock,Whirlwind
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Normal,Timid,4,116,4,252,4,252,0,0,31,16,31,0,Astral Barrage,Psychic,Encore,Protect
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Ghost,Impish,244,156,244,180,4,20,31,0,31,17,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Chien-Pao,Life Orb,Genderless,Sword of Ruin,50,Stellar,Jolly,28,220,4,4,4,252,0,0,18,11,0,0,Icicle Crash,Sucker Punch,Sacred Sword,Protect
Raging Bolt,Magnet,Genderless,Protosynthesis,50,Electric,Modest,228,236,252,20,4,4,19,20,31,30,31,0,Thunderbolt,Thunderclap,Dragon Pulse,Protect
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fire,Adamant,156,116,4,4,220,12,31,0,31,29,31,0,Wood Hammer,Grassy Glide,U-turn,Fake Out
Amoonguss,Rocky Helmet,Male,Regenerator,50,Water,Bold,236,76,236,252,36,108,0,0,31,30,31,26,Sludge Bomb,Spore,Rage Powder,Protect
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Grass,Impish,4,116,252,252,4,252,0,0,31,16,31,0,Body Press,Heavy Slam,Wide Guard,Coaching
Kyogre,Sitrus Berry,Genderless,Drizzle,50,Grass,Modest,228,156,156,116,4,20,31,0,31,17,31,28,Water Spout,Hydro Pump,Ice Beam,Protect
Sinistcha,Rocky Helmet,Genderless,Hospitality,50,Water,Calm,244,220,28,4,236,252,0,0,18,11,0,0,Leaf Storm,Trick Room,Life Dew,Rage Powder
Incineroar,Safety Goggles,Female,Intimidate,50,Ghost,Impish,244,4,236,20,12,12,19,20,31,30,31,0,Knock Off,Taunt,Parting Shot,Fake Out
Urshifu,Choice Band,Female,Unseen Fist,50,Water,Adamant,236,244,28,4,220,12,31,0,31,29,31,0,Wicked Blow,Close Combat,Sucker Punch,Poison Jab
Ting-Lu,Assault Vest,Genderless,Vessel of Ruin,50,Fairy,Brave,244,252,12,252,36,108,0,0,31,30,31,8,Stomping Tantrum,Payback,Tera Blast,Ruination
Calyrex-Ice,Leftovers,Genderless,As One (Glastrier),50,Fairy,Relaxed,252,116,100,252,156,252,0,0,31,16,31,16,Glacial Lance,Leech Seed,Trick Room,Protect
Miraidon,Choice Scarf,Genderless,Hadron Engine,50,Electric,Modest,140,156,4,252,4,108,31,0,31,17,31,28,Electro Drift,Volt Switch,Draco Meteor,Dazzling Gleam
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fire,Adamant,252,116,4,4,84,52,0,0,18,11,0,0,Wood Hammer,Grassy Glide,U-turn,Fake Out
Incineroar,Rocky Helmet,Female,Intimidate,50,Ghost,Impish,252,4,164,20,92,12,19,20,31,30,31,0,Knock Off,Fake Out,Will-O-Wisp,Parting Shot
Mandibuzz,Electric Seed,Female,Overcoat,50,Dragon,Bold,252,244,204,4,4,4,31,0,31,29,31,0,Foul Play,Snarl,Taunt,Roost
Glimmora,Focus Sash,Male,Toxic Debris,50,Grass,Timid,4,252,12,252,36,252,0,0,31,30,31,8,Sludge Bomb,Mortal Spin,Power Gem,Spiky Shield
Miraidon,Choice Specs,Genderless,Hadron Engine,50,Electric,Timid,4,116,100,252,156,252,0,0,31,16,31,16,Electro Drift,Draco Meteor,Discharge,Volt Switch
Calyrex-Shadow,Life Orb,Genderless,As One (Spectrier),50,Normal,Timid,140,156,4,252,4,252,31,0,31,17,31,28,Astral Barrage,Psychic,Pollen Puff,Protect
Iron Bundle,Focus Sash,Genderless,Quark Drive,50,Ground,Timid,252,116,4,252,84,252,0,0,18,11,0,0,Freeze-Dry,Icy Wind,Helping Hand,Protect
Iron Hands,Iron Ball,Genderless,Quark Drive,50,Dark,Brave,124,236,164,20,148,12,19,20,31,30,31,0,Wild Charge,Low Kick,Fling,Fake Out
Farigiraf,Electric Seed,Female,Armor Tail,50,Ground,Bold,236,244,124,4,148,4,31,0,31,29,31,0,Psychic,Foul Play,Helping Hand,Trick Room
Regieleki,Choice Band,Genderless,Transistor,50,Normal,Adamant,4,252,4,252,36,252,0,0,31,30,31,8,Explosion,Wild Charge,Electroweb,Volt Switch
Lunala,Power Herb,Genderless,Shadow Shield,50,Grass,Modest,212,116,132,108,4,52,0,0,31,16,31,16,Moongeist Beam,Meteor Beam,Wide Guard,Trick Room
Chi-Yu,Choice Scarf,Genderless,Beads of Ruin,50,Ghost,Modest,132,156,4,140,4,236,31,0,31,17,31,28,Overheat,Heat Wave,Dark Pulse,Snarl
Koraidon,Life Orb,Genderless,Orichalcum Pulse,50,Fire,Jolly,4,252,4,252,84,252,0,0,18,11,0,0,Close Combat,Flare Blitz,Flame Charge,Protect
Brute Bonnet,Covert Cloak,Genderless,Protosynthesis,50,Water,Impish,252,236,188,20,148,68,19,20,31,30,31,0,Seed Bomb,Sucker Punch,Spore,Rage Powder
Flutter Mane,Focus Sash,Genderless,Protosynthesis,50,Normal,Timid,4,244,124,252,148,252,31,0,31,29,31,0,Moonblast,Shadow Ball,Icy Wind,Protect
Ursaluna,Flame Orb,Male,Guts,50,Ghost,Brave,204,156,4,252,148,252,0,0,31,30,31,0,Facade,Earthquake,Headlong Rush,Protect
Zacian-Crowned,Rusted Sword,Male,Intrepid Sword,50,Grass,Jolly,84,252,132,108,4,172,0,0,31,16,31,16,Behemoth Blade,Play Rough,Sacred Sword,Protect
Iron Hands,Assault Vest,Genderless,Quark Drive,50,Grass,Brave,140,244,4,140,124,236,31,0,31,17,31,0,Low Kick,Wild Charge,Fake Out,Drain Punch
Kyogre,Covert Cloak,Genderless,Drizzle,50,Grass,Modest,212,252,4,252,4,36,0,0,18,11,0,0,Water Spout,Origin Pulse,Hydro Pump,Ice Beam
Urshifu-Rapid-Strike,Choice Scarf,Male,Unseen Fist,50,Water,Adamant,4,252,188,20,148,252,19,20,31,30,31,0,Surging Strikes,Close Combat,Ice Spinner,Aqua Jet
Chien-Pao,Focus Sash,Genderless,Sword of Ruin,50,Ghost,Adamant,4,252,4,252,148,252,31,0,31,29,31,0,Icicle Crash,Crunch,Sucker Punch,Protect
Tornadus,Mental Herb,Male,Prankster,50,Normal,Bold,236,156,172,100,148,252,0,0,31,30,31,0,Bleakwind Storm,Hurricane,Rain Dance,Tailwind
Calyrex-Shadow,Choice Specs,Genderless,As One (Spectrier),50,Water,Timid,188,252,12,156,4,148,0,0,31,16,31,16,Astral Barrage,Expanding Force,Shadow Ball,Psychic
Indeedee,Focus Sash,Male,Psychic Surge,50,Water,Quiet,252,244,4,252,124,236,31,0,31,17,31,0,Expanding Force,Dazzling Gleam,After You,Trick Room
Urshifu-Rapid-Strike,Choice Band,Female,Unseen Fist,50,Water,Adamant,164,236,4,252,108,36,0,0,18,11,0,2,Surging Strikes,Close Combat,Aqua Jet,U-turn
Whimsicott,Life Orb,Male,Prankster,50,Stellar,Modest,28,252,4,252,36,188,19,0,31,30,31,0,Moonblast,Dazzling Gleam,Grass Knot,Tailwind
Tsareena,Iron Ball,Female,Sweet Veil,50,Dark,Brave,252,252,4,252,4,252,31,0,31,29,31,0,Power Whip,Triple Axel,Fling,Low Kick
Kyogre,Power Lens,Genderless,Drizzle,50,Water,Quiet,252,156,4,252,148,252,0,0,31,30,31,0,Water Spout,Origin Pulse,Thunder,Ice Beam
Calyrex-Shadow,Spell Tag,Genderless,As One (Spectrier),50,Dark,Timid,92,252,84,180,4,148,0,0,31,16,31,16,Astral Barrage,Psychic,Encore,Protect
Chi-Yu,Choice Scarf,Genderless,Beads of Ruin,50,Ground,Modest,124,244,4,124,4,252,31,0,31,17,31,0,Heat Wave,Overheat,Dark Pulse,Snarl
Chien-Pao,Focus Sash,Genderless,Sword of Ruin,50,Stellar,Adamant,164,252,4,252,108,252,0,0,18,11,0,2,Icicle Crash,Crunch,Sucker Punch,Protect
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Fire,Impish,188,4,244,252,4,68,19,0,31,30,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fire,Adamant,252,36,4,252,220,252,31,0,31,29,31,0,Wood Hammer,Grassy Glide,U-turn,Fake Out
Amoonguss,Rocky Helmet,Female,Regenerator,50,Water,Calm,252,156,180,252,76,252,0,0,31,30,31,26,Pollen Puff,Spore,Rage Powder,Protect
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Normal,Timid,4,252,4,244,4,252,0,0,31,16,31,16,Astral Barrage,Psychic,Encore,Protect
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Ghost,Impish,172,4,244,124,4,84,31,0,31,17,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Chien-Pao,Life Orb,Genderless,Sword of Ruin,50,Stellar,Jolly,164,252,4,252,108,252,0,0,18,11,0,2,Icicle Crash,Sucker Punch,Crunch,Protect
Raging Bolt,Zap Plate,Genderless,Protosynthesis,50,Electric,Modest,196,4,28,252,4,28,19,20,31,30,31,0,Thunderbolt,Dragon Pulse,Thunderclap,Protect
Amoonguss,Rocky Helmet,Male,Regenerator,50,Water,Calm,252,36,180,252,76,252,31,0,31,29,31,26,Spore,Rage Powder,Sludge Bomb,Protect
Rillaboom,Assault Vest,Male,Grassy Surge,50,Water,Adamant,252,36,180,252,220,252,0,0,31,30,31,26,Wood Hammer,Grassy Glide,U-turn,Fake Out
Koraidon,Clear Amulet,Genderless,Orichalcum Pulse,50,Fire,Jolly,4,252,4,244,4,252,0,0,31,16,31,16,Flare Blitz,Close Combat,Flame Charge,Protect
Lunala,Power Herb,Genderless,Shadow Shield,50,Water,Modest,92,4,108,212,4,92,31,0,31,17,31,0,Moongeist Beam,Expanding Force,Meteor Beam,Wide Guard
Flutter Mane,Focus Sash,Genderless,Protosynthesis,50,Normal,Timid,164,252,4,252,4,252,0,0,18,11,0,2,Moonblast,Shadow Ball,Icy Wind,Protect
Indeedee-F,Rocky Helmet,Female,Psychic Surge,50,Water,Bold,252,4,252,252,4,28,19,0,31,30,31,26,Shadow Ball,Follow Me,Helping Hand,Trick Room
Ursaluna,Flame Orb,Male,Guts,50,Ghost,Brave,140,252,180,252,116,252,31,0,31,29,31,0,Facade,Headlong Rush,Earthquake,Protect
Brute Bonnet,Covert Cloak,Genderless,Protosynthesis,50,Water,Impish,252,4,132,252,116,4,0,0,31,30,31,26,Seed Bomb,Sucker Punch,Spore,Rage Powder
Miraidon,Covert Cloak,Genderless,Hadron Engine,50,Electric,Timid,4,252,4,244,4,252,0,0,31,16,31,16,Electro Drift,Volt Switch,Draco Meteor,Protect
Calyrex-Ice,Clear Amulet,Genderless,As One (Glastrier),50,Water,Adamant,252,132,4,212,92,28,31,0,31,17,31,0,Glacial Lance,High Horsepower,Trick Room,Protect
Iron Hands,Assault Vest,Genderless,Quark Drive,50,Bug,Brave,92,172,4,4,236,252,0,0,18,11,0,0,Heavy Slam,Low Kick,Volt Switch,Fake Out
Urshifu,Focus Sash,Female,Unseen Fist,50,Dark,Adamant,4,252,252,252,4,252,19,0,31,30,31,26,Wicked Blow,Sucker Punch,Close Combat,Protect
Flutter Mane,Booster Energy,Genderless,Protosynthesis,50,Normal,Timid,148,252,140,4,4,212,31,0,31,29,31,0,Moonblast,Shadow Ball,Icy Wind,Protect
Chi-Yu,Choice Scarf,Genderless,Beads of Ruin,50,Ghost,Modest,4,4,4,244,4,252,0,0,31,30,31,26,Heat Wave,Snarl,Dark Pulse,Flamethrower
Groudon,Choice Band,Genderless,Drought,50,Fire,Adamant,68,228,4,244,84,116,0,0,31,16,31,16,Precipice Blades,Heat Crash,High Horsepower,Fire Punch
Chi-Yu,Choice Scarf,Genderless,Beads of Ruin,50,Fire,Modest,252,132,4,252,92,252,31,0,31,17,31,0,Overheat,Heat Wave,Dark Pulse,Snarl
Sableye,Eject Button,Male,Prankster,50,Poison,Calm,252,172,4,4,252,252,0,0,18,11,0,0,Gravity,Foul Play,Skill Swap,Fake Out
Lunala,Mental Herb,Genderless,Shadow Shield,50,Fairy,Modest,108,252,12,180,4,204,19,0,31,30,31,26,Moongeist Beam,Moonblast,Hypnosis,Tailwind
Brute Bonnet,Rocky Helmet,Genderless,Protosynthesis,50,Water,Impish,252,44,164,4,44,4,31,0,31,29,31,0,Sucker Punch,Spore,Seed Bomb,Rage Powder
Indeedee-F,Psychic Seed,Female,Psychic Surge,50,Water,Bold,252,4,252,244,4,252,0,0,31,30,31,26,Follow Me,Trick Room,Helping Hand,Psychic
Smeargle,Focus Sash,Male,Moody,50,Dark,Jolly,4,228,252,244,84,252,0,0,31,16,31,16,Spore,Decorate,Follow Me,Fake Out
Sableye,Eject Pack,Male,Prankster,50,Grass,Impish,252,132,252,252,4,252,31,0,31,17,31,0,Skill Swap,Encore,Feint,Disable
Terapagos-Terastal,Covert Cloak,Female,Tera Shell,50,Stellar,Modest,212,172,4,116,4,172,0,15,18,11,0,0,Tera Starstorm,Earth Power,Rock Polish,Protect
Zamazenta,Choice Specs,Genderless,Dauntless Shield,50,Fairy,Timid,108,252,4,252,4,252,19,0,31,30,31,26,Moonblast,Dazzling Gleam,Snarl,Focus Blast
Chi-Yu,Choice Scarf,Genderless,Beads of Ruin,60,Psychic,Modest,84,44,4,180,4,236,31,0,31,29,31,0,Psychic,Heat Wave,Dark Pulse,Snarl
Ditto,Safety Goggles,Male,Imposter,50,Normal,Relaxed,252,4,252,244,4,252,0,0,31,30,31,14,Transform,Trick Room,Helping Hand,Psychic
Miraidon,Choice Scarf,Genderless,Hadron Engine,50,Ghost,Modest,100,228,44,212,4,148,0,0,31,16,31,16,Volt Switch,Electro Drift,Draco Meteor,Discharge
Whimsicott,Red Card,Male,Prankster,50,Electric,Timid,196,132,52,4,36,220,31,0,31,17,31,0,Trick Room,Tailwind,Moonblast,Encore
Calyrex-Ice,Assault Vest,Genderless,As One (Glastrier),50,Ground,Adamant,132,196,4,116,60,116,0,15,18,11,0,0,Glacial Lance,High Horsepower,Throat Chop,Close Combat
Ursaluna,Flame Orb,Male,Guts,50,Ghost,Brave,140,252,44,4,68,252,19,0,31,30,31,0,Headlong Rush,Facade,Protect,Brick Break
Armarouge,Covert Cloak,Male,Flash Fire,50,Grass,Modest,124,44,4,196,52,132,31,0,31,29,31,0,Armor Cannon,Psychic,Trick Room,Wide Guard
Raging Bolt,Life Orb,Genderless,Protosynthesis,50,Electric,Modest,188,4,4,252,60,4,0,20,31,30,31,14,Thunderclap,Rising Voltage,Draco Meteor,Protect
Terapagos-Terastal,Leftovers,Female,Tera Shell,50,Stellar,Modest,172,228,100,76,12,148,0,15,31,16,31,16,Tera Starstorm,Dark Pulse,Calm Mind,Protect
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Dragon,Jolly,204,132,124,4,36,180,31,0,31,17,31,0,Body Press,Wide Guard,Imprison,Protect
Incineroar,Safety Goggles,Male,Intimidate,50,Water,Impish,244,4,188,116,68,4,0,15,18,11,0,0,Knock Off,Parting Shot,Will-O-Wisp,Fake Out
Rillaboom,Assault Vest,Female,Grassy Surge,50,Water,Adamant,252,116,28,4,60,52,19,0,31,30,31,0,Wood Hammer,Grassy Glide,U-turn,Fake Out
Smeargle,Focus Sash,Female,Moody,50,Ghost,Timid,252,44,4,196,52,252,31,0,31,29,31,0,Spore,Lunar Blessing,Follow Me,Topsy-Turvy
Tornadus,Ability Shield,Male,Prankster,50,Dark,Modest,228,4,52,36,4,188,0,0,31,30,31,14,Bleakwind Storm,Rain Dance,Tailwind,Protect
Groudon,Choice Scarf,Genderless,Drought,50,Ground,Jolly,4,252,100,76,12,252,0,15,31,16,31,16,Precipice Blades,High Horsepower,Heat Crash,Crunch
Ho-Oh,Clear Amulet,Genderless,Regenerator,50,Grass,Careful,156,164,12,4,44,132,31,0,31,17,31,0,Sacred Fire,Brave Bird,Tailwind,Protect
Flutter Mane,Choice Specs,Genderless,Protosynthesis,50,Fairy,Timid,4,4,188,252,68,252,0,0,18,11,0,0,Moonblast,Dazzling Gleam,Shadow Ball,Power Gem
Iron Hands,Assault Vest,Genderless,Quark Drive,50,Water,Adamant,124,76,4,4,252,52,19,0,31,30,31,0,Drain Punch,Low Kick,Wild Charge,Fake Out
Sableye,Red Card,Female,Prankster,50,Steel,Calm,252,44,4,196,252,4,31,0,31,29,31,0,Foul Play,Will-O-Wisp,Sunny Day,Gravity
Infernape,Focus Sash,Male,Blaze,50,Fire,Naive,228,4,52,252,4,252,0,0,31,30,31,14,Heat Wave,Aura Sphere,Fake Out,Endeavor
Miraidon,Assault Vest,Genderless,Hadron Engine,50,Electric,Jolly,4,252,100,76,12,252,0,15,31,16,31,16,Electro Drift,Volt Switch,Draco Meteor,Snarl
Lunala,Electric Seed,Genderless,Shadow Shield,50,Fairy,Careful,156,164,12,4,44,132,31,0,31,17,31,0,Moongeist Beam,Moonblast,Trick Room,Wide Guard
Ursaluna,Flame Orb,Female,Guts,50,Ghost,Timid,4,4,188,252,68,252,0,0,18,11,0,0,Earthquake,Headlong Rush,Facade,Protect
Urshifu-Rapid-Strike,Choice Band,Female,Unseen Fist,50,Ghost,Adamant,124,76,4,4,252,52,19,0,31,30,31,0,Close Combat,Surging Strikes,Aqua Jet,U-turn
Incineroar,Rocky Helmet,Female,Intimidate,50,Bug,Calm,252,44,4,196,252,4,31,0,31,29,31,0,Flare Blitz,Will-O-Wisp,Parting Shot,Fake Out
Whimsicott,Covert Cloak,Female,Prankster,50,Water,Naive,228,4,52,252,4,252,0,0,31,30,31,14,Moonblast,Tailwind,Encore,Light Screen
Calyrex-Shadow,Life Orb,Genderless,As One (Spectrier),50,Ghost,Timid,4,252,100,252,12,252,0,0,31,16,31,16,Astral Barrage,Psychic,Imprison,Protect
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Dragon,Impish,68,4,156,4,28,252,31,0,31,17,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Tornadus,Covert Cloak,Male,Prankster,50,Dark,Modest,252,4,44,36,4,172,0,0,18,11,0,0,Air Slash,Tailwind,Rain Dance,Taunt
Urshifu-Rapid-Strike,Mystic Water,Male,Unseen Fist,50,Water,Adamant,20,156,4,4,124,204,19,0,31,30,31,0,Surging Strikes,Aqua Jet,Close Combat,Detect
Chien-Pao,Focus Sash,Genderless,Sword of Ruin,50,Ghost,Jolly,252,252,4,196,252,252,31,0,31,29,31,0,Ice Spinner,Throat Chop,Sucker Punch,Protect
Ogerpon-Hearthflame,Hearthflame Mask,Female,Mold Breaker,50,Fire,Adamant,188,76,52,252,4,188,0,0,31,30,31,14,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
Koraidon,Assault Vest,Genderless,Orichalcum Pulse,50,Fire,Adamant,252,252,100,252,12,4,0,0,31,16,31,16,Flare Blitz,Close Combat,Flame Charge,U-turn
Flutter Mane,Focus Sash,Genderless,Protosynthesis,50,Stellar,Timid,68,4,156,252,4,252,31,0,31,17,31,0,Moonblast,Icy Wind,Protect,Perish Song
Amoonguss,Rocky Helmet,Female,Regenerator,50,Water,Bold,252,4,252,36,4,4,0,0,18,11,0,0,Spore,Pollen Puff,Protect,Rage Powder
Incineroar,Safety Goggles,Male,Intimidate,50,Water,Impish,252,4,156,4,68,28,19,0,31,30,31,0,Knock Off,Fake Out,Parting Shot,Protect
Calyrex-Ice,Clear Amulet,Genderless,As One (Glastrier),50,Fire,Adamant,124,196,4,196,252,188,31,0,31,29,31,0,Glacial Lance,Encore,Trick Room,Protect
Gothitelle,Sitrus Berry,Female,Shadow Tag,50,Fairy,Quiet,252,76,204,252,52,188,0,6,31,30,31,4,Fake Out,Trick Room,Protect,Heal Pulse
Calyrex-Shadow,Life Orb,Genderless,As One (Spectrier),50,Dark,Timid,108,252,36,100,12,252,0,0,31,16,31,16,Astral Barrage,Expanding Force,Substitute,Protect
Koraidon,Clear Amulet,Genderless,Orichalcum Pulse,50,Fire,Adamant,180,116,4,252,4,204,31,0,31,17,31,0,Protect,Flare Blitz,Collision Course,Flame Charge
Chi-Yu,Choice Scarf,Genderless,Beads of Ruin,50,Fire,Modest,4,4,252,252,4,252,0,0,18,11,0,0,Dark Pulse,Heat Wave,Overheat,Snarl
